batter,team,runs,balls,num_innings,PPI,MDI,DFI,HOI,CCI,ERI,TBI,PVA,ORI,SAI,recent_form,RCI,BHI,DAI,BER,WR,partners,MIQ,score,rank
BA Stokes,LSG,493.0,338.0,24.0,-0.06625607608413331,-0.2026401046805354,0.0038110346608621892,0.23076923076923078,-0.41124386944230784,0.02844131545670122,0.0,0.9375,0.3805659222541955,0.0,0.10336672213821507,0.2350854491992286,0.0964810870152939,-0.17494353837666365,-0.238426061114281,3.41,-1.354166666666667,3.278571428571429,6.256915873700569,68
HH Pandya,MI,331.0,239.0,23.0,-0.27656500440210396,-0.15620929330694955,0.09368598096854353,0.1506276150627615,-0.023347439077776255,0.4923728713932793,0.0,0.7608695652173914,0.09393435620360435,0.21519944842157246,-0.8633963270009536,0.17548520933397613,-0.13344800137678847,-0.0204677029510949,-0.2776208673962557,1.6600000000000001,-1.3043478260869568,5.413769597818678,6.0005421828209276,69
Bhanu Pania,MI,125.0,103.0,5.0,-0.11580167204701597,-0.18567500052480213,-0.1853455491979039,0.0,0.0,-1.2515187094472409,0.0,1.0,-1.27929717341482,0.0,-0.41671319605277357,0.31831086345844045,-0.36503036994088633,-0.2724794841735053,-0.22524625897068873,1.25,-0.4999999999999999,7.256486988967269,5.027690438656072,70
AR Patel,CSK,362.0,288.0,21.0,-0.33685125403526195,-0.24868824453181138,-0.15179766515663717,0.125,0.0,-1.1435679044023033,0.0,1.0714285714285714,-0.712427784737681,0.3788004203706701,-0.1897276460003614,0.22451309209098116,-0.12948897360530076,-0.1757852609451429,-0.35127943204502143,2.37,-1.5476190476190477,5.699816288779662,4.882325159591316,71
PJ Cummins,PBKS,130.0,100.0,10.0,0.0,-0.10737451980603308,-0.14145373424391317,0.06,-0.19838588377914224,0.13201866028354645,0.05933312277218805,0.75,-0.3496337909348881,0.0,-0.2991557896519492,0.16345840976762843,-0.23697816121229842,0.03742306565064468,-0.289123120063401,1.3,-0.7500000000000001,4.418163819188425,4.548292077970808,72
Washington Sundar,PBKS,311.0,244.0,18.0,-0.005276881052893034,-0.2504508527557837,-0.13529386527341458,0.19672131147540983,0.0,-0.9526209956662739,-0.16010016694490814,0.5555555555555556,-0.7876342534969796,0.0,0.4802371184218006,0.21122322921192757,-0.12886850958078566,-0.22113468301920813,-0.4524320671073849,2.8000000000000003,-0.5555555555555558,3.8729212872919194,4.4672906715034255,73
Harpreet Brar,RCB,226.0,174.0,15.0,-1.0,-0.29021672343040184,-0.1449017112148211,0.1724137931034483,-0.10790065399360604,0.4064348369387212,0.029323065323927144,0.5,-0.8543459915611811,0.0,-0.09529041399482319,0.20616721430807033,0.002327538637374893,-0.2779535463071512,-0.2798390028710074,2.2600000000000002,-0.6666666666666665,3.803550387161936,3.6631021254338196,74
JG Bethell,SRH,160.0,123.0,9.0,-0.9171064067544077,-0.22702744190440194,-0.09460181187451644,0.34146341463414637,-0.24737341310375027,-1.5725764603756043,0.0,1.1111111111111112,-1.4159454017728734,0.6560555533025421,-0.7083746094016538,0.21003201877914007,-0.15810598507744889,-0.1993534928625611,-0.3404984901999386,1.6,-0.8333333333333331,6.06421916592724,3.2685844170936913,75
N Wadhera,RR,129.0,96.0,8.0,-0.2815888585382005,-0.16870989636906886,-0.10214679677556215,0.0625,0.0,-1.846007947342159,0.0,0.9375,0.09145327569005524,0.06610898539646937,-0.454052691053504,0.195297389756872,-0.09164066810987903,-0.16132535324242603,0.0,1.29,-1.5625,5.0182301810551415,2.9931176204677388,76
MS Dhoni,CSK,220.0,167.0,19.0,0.0,-0.2102451513710365,-0.09378170482005488,0.0718562874251497,-0.3052677659419233,-0.3461694745144451,-0.06534223706176956,0.5263157894736842,-0.03201548656094033,0.0,-0.5812019915717455,0.14251185559377938,-0.2167440491486382,-0.027370374940869246,-0.4056806798114101,1.98,-1.4473684210526316,4.002015559686622,2.991512155383771,77
HV Patel,PBKS,110.0,93.0,12.0,0.0,-0.35766605644844296,-0.3386349172677132,0.0,-0.20310126093338254,0.21114433015520495,0.0,0.8333333333333333,-1.4567991785242764,0.0,-1.1161053607159048,0.1284691469467567,-0.29675406563345474,-0.24698267234723925,0.0,1.1,-1.875,6.427917198497806,2.809820497062687,78
MK Pandey,KKR,343.0,271.0,17.0,-0.3575746523466601,-0.20021651837257348,-0.1907105481140271,0.24354243542435425,-0.18338491786155897,-2.296792418933854,0.0,1.3235294117647058,-0.006628251149317421,-1.0,-0.9188300024157878,0.24378173238942022,-0.1553263777257916,-0.250288931223134,-0.41222950349617515,2.99,-0.8823529411764708,4.708293499952883,2.6548120167160123,79
R Parag,GT,349.0,260.0,21.0,-0.2421157188974422,-0.25919045186631307,-0.17438785910396515,0.16153846153846155,0.0,-0.11670646476188178,0.0,0.8333333333333333,-1.1459861113812746,-1.0,0.3883318275275547,0.20514208126030875,-0.05670377072948973,-0.19333084988660143,-0.23752712116198405,2.84,-1.3095238095238093,2.9562290204455293,2.649102566792426,80
RR Pant,RR,381.0,277.0,21.0,-0.13073745461378927,-0.04571289124000244,-0.09246643878931482,0.08664259927797834,0.0,-1.0511972738031525,0.0,0.8333333333333333,-0.021172454331706447,0.0,-1.5636419426785366,0.19716589125379716,-0.1342712504729534,-0.0004654289209439222,-0.2953854698174698,2.54,-1.5476190476190477,3.390086206896552,2.1645583784747444,81
Rashid Khan,GT,164.0,130.0,12.0,0.0,-0.2643313925195656,-0.150454297505634,0.13846153846153847,-0.011342589994275287,-0.5087416429051136,0.0,0.8333333333333333,-0.6705498725586363,0.0,-1.1651407586841813,0.16965933864256966,-0.24536301658359183,-0.20080000868394776,-0.5411087029000241,1.6400000000000001,-1.666666666666667,4.534338512457479,1.8912937738932842,82
DA Warner,DC,142.0,111.0,8.0,-0.13205531778144586,-0.12750892913371648,-0.3586762834111158,0.16216216216216217,0.0,-2.416464955033739,0.0,0.9375,1.1402105899922486,0.0,-0.5006473418525177,0.20715083933034462,-0.16529142474961855,-0.12263649304974045,-0.43350218123977746,1.42,-1.875,3.8165210187109855,1.5517616839440693,83
R Ashwin,KKR,159.0,134.0,15.0,0.0,-0.3977388024714682,-0.20598016041376244,0.13432835820895522,0.16469815709736402,-1.1932002876273757,-0.09876968861145385,0.5,-1.6059709296245943,0.0,-0.3433801392950755,0.13622824028584218,-0.3899079114170829,-0.2585883157483392,-0.719804879339746,1.59,-0.8333333333333331,4.116569719066278,0.5951500267762082,84
SO Hetmyer,RCB,205.0,172.0,13.0,-0.283799354358083,-0.13869471209354067,-0.2026786226192251,0.06976744186046512,0.0,-1.5352529949493587,0.0,1.153846153846154,-0.5329710144927544,-0.6065550172941602,-0.8630666965791098,0.1976626900642508,-0.33457397780142295,-0.07903603978368556,-0.5764188935697989,2.05,-1.1538461538461537,3.1704369113869864,0.33481971977056313,85
Shahbaz Ahmed,LSG,129.0,101.0,10.0,0.0,-0.10737451980603308,-0.1856206773474487,0.0594059405940594,0.04209835108711513,-0.47835180069731076,0.0,0.75,-0.7918507976930567,0.0,-1.2214720526262834,0.1484023796598418,-0.24453283288346384,-0.2379656026857082,-0.5458097623453622,1.29,-2.0,3.6026909722222227,0.0796195974785725,86
SM Curran,KKR,166.0,147.0,18.0,-0.10998457778416737,-0.4369706058316014,-0.2945439117522274,0.08163265306122448,-0.3648162431469013,-2.290545705794248,0.0,0.41666666666666663,-0.6699947162168112,0.0,-0.9375371484614883,0.11259470153255806,-0.22140628695132492,-0.26060028775444954,-0.6639443943963419,1.51,-1.1111111111111112,3.450196811865667,-1.7903641560745571,87
