player,team,points_bat,points_ball,total_points,num_POTM_awards
DR Mousley,LSG,188.1251111111111,88.16643019622548,276.2915413073366,0
Shashank Singh,PBKS,175.6221798839458,80.83944036605988,256.4616202500057,1
Tanush Kotian,CSK,115.5887112526539,130.9227471289916,246.5114583816456,1
AD Russell,DC,142.700299389002,87.38544561923362,230.0857450082356,0
Parth Chandan,DC,136.0793678756476,91.47834372834373,227.5577116039914,0
SP Narine,SRH,144.5823333333333,80.80373058013765,225.386063913471,0
MJ Owen,MI,216.2964439834025,0.0,216.2964439834025,1
C Green,KKR,137.4776381156317,64.6884761904762,202.1661143061079,0
Abhishek Pathak,RCB,192.4739122807018,0.0,192.4739122807018,1
Chirag Jani,RCB,87.09062645914398,104.6620755022975,191.7527019614415,0
GJ Maxwell,DC,187.2081751824817,0.0,187.2081751824817,0
Sameer Rizvi,LSG,185.3947142857143,0.0,185.3947142857143,1
Urvil Patel,MI,185.1577848101266,0.0,185.1577848101266,0
Mohammad Amir,LSG,0.0,184.8748649173955,184.8748649173955,0
CV Varun,PBKS,0.0,183.4856783216783,183.4856783216783,0
A Zampa,SRH,0.0,183.0807259703482,183.0807259703482,0
R Parag,GT,182.9509019607843,0.0,182.9509019607843,0
S Dube,RR,182.9329404517454,0.0,182.9329404517454,0
GF Linde,GT,0.0,179.8395100786859,179.8395100786859,0
Aniket Verma,RR,177.4096666666667,0.0,177.4096666666667,0
Ajay Rohera,LSG,175.6084285714286,0.0,175.6084285714286,0
HH Pandya,LSG,137.6417619047619,37.89565217391304,175.5374140786749,0
Tilak Varma,CSK,171.8465216400911,0.0,171.8465216400911,1
S Arora,KKR,170.2049019607843,0.0,170.2049019607843,1
HV Patel,PBKS,0.0,168.9906182090671,168.9906182090671,0
AR Patel,PBKS,0.0,167.1630130971307,167.1630130971307,0
NT Ellis,SRH,0.0,166.1421441441441,166.1421441441441,0
KK Nair,CSK,166.0929404517454,0.0,166.0929404517454,0
Abhishek Sharma,MI,166.0501468926554,0.0,166.0501468926554,0
WG Jacks,RR,165.4499808102346,0.0,165.4499808102346,1
SV Samson,GT,164.472696969697,0.0,164.472696969697,1
Atharva Ankolekar,RR,0.0,157.6312087770248,157.6312087770248,0
Naman Dhir,GT,157.2485683890578,0.0,157.2485683890578,0
V Suryavanshi,PBKS,151.7070052356021,0.0,151.7070052356021,1
N Sindhu,DC,150.3756381156317,0.0,150.3756381156317,0
FH Allen,SRH,149.0882461873639,0.0,149.0882461873639,0
Akhil Singh Rawat,KKR,146.2672297734628,0.0,146.2672297734628,0
SM Curran,RR,0.0,145.7519334748762,145.7519334748762,0
JJ Bumrah,DC,0.0,143.1757777777778,143.1757777777778,1
Ishan Kishan,KKR,141.9208620689655,0.0,141.9208620689655,1
Kartik Sharma,SRH,140.1979905956113,0.0,140.1979905956113,0
D Brevis,GT,139.3811357850071,0.0,139.3811357850071,0
Akshat Raghuwanshi,MI,136.6568823529412,0.0,136.6568823529412,0
Shivam Shukla,MI,0.0,136.4381241565452,136.4381241565452,0
JP Inglis,GT,134.2566153846154,0.0,134.2566153846154,0
PD Salt,PBKS,132.3476363636364,0.0,132.3476363636364,0
Prashant Solanki,CSK,0.0,131.4348060903486,131.4348060903486,0
KA Pollard,RR,131.2826802973978,0.0,131.2826802973978,0
CH Gayle,RCB,127.417,0.0,127.417,1
V Kohli,LSG,126.8623157894737,0.0,126.8623157894737,0
Sufiyan Muqeem,GT,0.0,126.6958913897821,126.6958913897821,0
Tripuresh Singh,SRH,0.0,119.9166666666667,119.9166666666667,0
V Nigam,GT,0.0,117.6255709570957,117.6255709570957,1
TM Head,KKR,116.6915714285714,0.0,116.6915714285714,0
Vansh Bedi,PBKS,114.9976802973978,0.0,114.9976802973978,0
Gurnoor Brar,DC,0.0,112.8110236518448,112.8110236518448,0
RD Gaikwad,CSK,111.2515,0.0,111.2515,0
SA Yadav,DC,110.3837358121331,0.0,110.3837358121331,0
JM Sharma,RCB,110.0559346405229,0.0,110.0559346405229,0
T Stubbs,CSK,109.8553441108545,0.0,109.8553441108545,0
Priyansh Arya,RCB,109.6331704180064,0.0,109.6331704180064,0
JC Buttler,DC,107.6468571428571,0.0,107.6468571428571,0
Shahbaz Ahmed,KKR,0.0,105.7723616459041,105.7723616459041,1
TL Seifert,PBKS,102.0874751009421,0.0,102.0874751009421,0
Karan Shinde,SRH,96.11042857142857,0.0,96.11042857142857,0
D Padikkal,RR,95.33300000000001,0.0,95.33300000000001,0
SH Johnson,KKR,0.0,92.45043019622547,92.45043019622547,0
PWH de Silva,RCB,0.0,92.40527583527583,92.40527583527583,0
TP Ura,PBKS,91.79017647058822,0.0,91.79017647058822,0
Rasikh Salam,SRH,0.0,90.85887865563487,90.85887865563487,0
AR Ramjani,PBKS,0.0,89.05745674837982,89.05745674837982,0
JR Hazlewood,MI,0.0,86.60184089101034,86.60184089101034,0
Ashwin Das,LSG,0.0,86.42424242424242,86.42424242424242,0
Ashutosh Sharma,GT,0.0,84.92592792792792,84.92592792792792,0
JC Archer,DC,0.0,83.81056616043134,83.81056616043134,0
KA Maharaj,RCB,0.0,83.72303862766876,83.72303862766876,0
MR Marsh,KKR,79.72232933104632,0.0,79.72232933104632,0
M Siddharth,GT,0.0,73.8381241565452,73.8381241565452,0
KL Rahul,SRH,73.28164447695684,0.0,73.28164447695684,0
Ritik Vats,DC,70.25727105517909,0.0,70.25727105517909,0
Anmolpreet Singh,KKR,69.86544444444445,0.0,69.86544444444445,0
