match_id,innings,runs,balls,wkts,Eco,win,PP_perf,Middle_perf,Death_perf,bowler,team,team_total
S09M006,2,45,24,0,11.25,0,,0-27(12),0-18(12),JJ Bumrah,DC,1-191 (114)
S09M014,2,27,24,4,6.75,1,,2-11(12),2-16(12),JJ Bumrah,DC,10-189 (116)
S09M003,1,41,24,1,10.25,1,,1-17(12),0-24(12),Sufiyan Muqeem,GT,5-190 (120)
S09M007,1,36,24,2,9.0,1,,1-20(12),1-16(12),Sufiyan Muqeem,GT,7-189 (120)
S09M015,2,35,24,1,8.75,1,,0-15(12),1-20(12),Sufiyan Muqeem,GT,8-184 (120)
S09M008,1,28,24,3,7.0,1,1-4(6),0-22(12),2-2(6),T Natarajan,RR,9-190 (120)
S09M003,1,30,24,1,7.5,1,0-8(6),1-22(18),,V Nigam,GT,5-190 (120)
S09M007,1,20,24,1,5.0,1,0-4(6),1-16(18),,V Nigam,GT,7-189 (120)
S09M015,2,47,24,1,11.75,1,1-17(6),0-30(18),,V Nigam,GT,8-184 (120)
S09M001,2,28,24,3,7.0,0,0-9(6),3-19(18),,Shahbaz Ahmed,KKR,6-174 (108)
S09M007,2,38,24,0,9.5,0,0-15(6),0-23(18),,Shahbaz Ahmed,KKR,3-193 (107)
S09M015,2,38,24,3,9.5,1,1-25(12),1-3(6),1-10(6),R Sai Kishore,GT,8-184 (120)
S09M006,2,40,24,1,10.0,0,1-29(18),,0-11(6),Gurnoor Brar,DC,1-191 (114)
S09M014,2,34,18,2,11.33,1,2-34(18),,,Gurnoor Brar,DC,10-189 (116)
S09M013,1,20,24,2,5.0,0,0-2(6),2-18(18),,Tanay Thyagarajan,CSK,5-217 (120)
S09M002,2,24,24,2,6.0,0,,1-12(12),1-12(12),H Ssenyondo,LSG,8-210 (118)
S09M001,1,24,24,0,6.0,1,,0-24(24),,A Zampa,SRH,7-173 (120)
S09M009,1,31,24,2,7.75,0,,2-31(24),,A Zampa,SRH,7-199 (120)
S09M014,1,29,24,2,7.25,0,0-21(12),,2-8(12),Arshdeep Singh,LSG,9-220 (120)
S09M002,1,30,24,2,7.5,1,0-7(6),0-20(12),2-3(6),DS Airee,DC,5-209 (120)
S09M001,1,21,24,2,5.25,1,0-19(18),2-2(6),,Tripuresh Singh,SRH,7-173 (120)
S09M009,1,39,24,0,9.75,0,0-29(18),0-10(6),,Tripuresh Singh,SRH,7-199 (120)
S09M013,2,34,24,2,8.5,1,,1-9(12),1-25(12),Karan Lal,RR,7-192 (120)
S09M006,1,37,24,2,9.25,1,,2-26(18),0-11(6),Shivam Shukla,MI,5-187 (120)
S09M002,1,38,24,1,9.5,1,1-23(12),0-15(12),,AD Russell,DC,5-209 (120)
S09M006,2,27,18,0,9.0,0,0-1(6),0-26(12),,AD Russell,DC,1-191 (114)
S09M014,2,34,20,1,10.2,1,0-21(12),0-13(6),1-0(2),AD Russell,DC,10-189 (116)
S09M002,1,32,24,1,8.0,1,1-19(12),0-13(12),,Parth Chandan,DC,5-209 (120)
S09M014,2,45,24,1,11.25,1,0-20(6),1-25(18),,Parth Chandan,DC,10-189 (116)
S09M005,2,39,24,1,9.75,1,0-18(12),1-21(12),,AR Ramjani,PBKS,10-166 (116)
S09M015,1,32,18,1,10.67,0,1-28(12),0-4(6),,AR Ramjani,PBKS,6-188 (120)
S09M013,2,41,24,2,10.25,1,1-31(18),,1-10(6),Mohammad Ghazanfar,RR,7-192 (120)
S09M003,2,34,24,1,8.5,0,,0-8(12),1-26(12),PWH de Silva,RCB,3-196 (115)
S09M008,2,48,24,1,12.0,0,,1-27(18),0-21(6),PWH de Silva,RCB,5-196 (112)
S09M010,1,47,24,0,11.75,1,,0-22(12),0-25(12),Ashwin Das,LSG,2-207 (120)
S09M014,1,41,24,2,10.25,0,,0-22(12),2-19(12),Ashwin Das,LSG,9-220 (120)
S09M009,2,44,24,2,11.0,1,0-10(12),,2-34(12),JJ Smit,PBKS,5-196 (120)
S09M005,2,40,24,1,10.0,1,1-33(18),,0-7(6),Shashank Singh,PBKS,10-166 (116)
S09M009,2,39,24,1,9.75,1,1-15(12),0-24(12),,Shashank Singh,PBKS,5-196 (120)
S09M015,1,55,24,0,13.75,0,0-16(12),0-11(6),0-28(6),Shashank Singh,PBKS,6-188 (120)
S09M002,2,41,24,2,10.25,0,,2-41(24),,DR Mousley,LSG,8-210 (118)
S09M010,1,39,18,0,13.0,1,0-23(12),0-16(6),,DR Mousley,LSG,2-207 (120)
S09M008,1,46,24,2,11.5,1,2-22(12),0-9(6),0-15(6),J Overton,RR,9-190 (120)
S09M006,1,46,24,2,11.5,1,2-8(6),0-6(6),0-32(12),MJ Owen,MI,5-187 (120)
S09M006,2,43,18,0,14.33,0,,0-25(12),0-18(6),JC Archer,DC,1-191 (114)
S09M014,2,38,24,2,9.5,1,,1-13(12),1-25(12),JC Archer,DC,10-189 (116)
S09M001,1,52,24,1,13.0,1,1-27(12),,0-25(12),Rasikh Salam,SRH,7-173 (120)
S09M009,1,45,24,1,11.25,0,0-22(12),,1-23(12),Rasikh Salam,SRH,7-199 (120)
S09M010,2,54,24,2,13.5,0,1-39(18),,1-15(6),Naman Tiwari,CSK,6-211 (102)
S09M005,2,34,24,1,8.5,1,0-4(6),1-30(18),,AR Patel,PBKS,10-166 (116)
S09M015,1,10,18,0,3.33,0,0-5(12),0-5(6),,AR Patel,PBKS,6-188 (120)
S09M004,2,43,24,0,10.75,0,,0-27(18),0-16(6),JR Hazlewood,MI,3-218 (117)
S09M006,1,24,24,1,6.0,1,,1-24(24),,JR Hazlewood,MI,5-187 (120)
S09M007,1,31,24,1,7.75,1,0-18(12),1-13(12),,Ashutosh Sharma,GT,7-189 (120)
S09M015,2,40,24,0,10.0,1,0-30(18),0-10(6),,Ashutosh Sharma,GT,8-184 (120)
S09M002,2,39,24,1,9.75,0,1-22(12),0-12(6),0-5(6),DS Rathi,LSG,8-210 (118)
S09M003,1,38,24,1,9.5,1,0-30(18),,1-8(6),M Siddharth,GT,5-190 (120)
S09M007,1,41,24,0,10.25,1,0-20(12),0-13(6),0-8(6),M Siddharth,GT,7-189 (120)
S09M003,2,33,24,1,8.25,0,1-17(12),0-16(12),,Chirag Jani,RCB,3-196 (115)
S09M008,2,38,18,0,12.67,0,0-38(18),,,Chirag Jani,RCB,5-196 (112)
S09M002,1,41,24,1,10.25,1,1-2(6),0-8(6),0-31(12),Harsh Dubey,DC,5-209 (120)
S09M001,1,37,24,1,9.25,1,,0-29(18),1-8(6),SP Narine,SRH,7-173 (120)
S09M009,1,45,24,0,11.25,0,,0-20(18),0-25(6),SP Narine,SRH,7-199 (120)
S09M001,2,48,24,0,12.0,0,0-32(12),0-16(12),,C Green,KKR,6-174 (108)
S09M007,2,36,24,1,9.0,0,0-11(6),1-25(18),,C Green,KKR,3-193 (107)
S09M001,2,37,24,1,9.25,0,0-15(12),,1-22(12),B Kumar,KKR,6-174 (108)
S09M007,2,49,23,0,12.78,0,0-23(12),,0-26(11),B Kumar,KKR,3-193 (107)
S09M004,1,45,24,1,11.25,1,0-21(12),,1-24(12),Junaid Siddique,RR,7-215 (120)
S09M009,2,46,24,1,11.5,1,1-10(12),,0-36(12),Ravi Teja,PBKS,5-196 (120)
S09M004,1,47,24,1,11.75,1,0-9(6),1-38(18),,KA Pollard,RR,7-215 (120)
S09M005,1,40,24,1,10.0,0,,1-13(12),0-27(12),RE van der Merwe,CSK,6-209 (120)
S09M013,1,56,24,0,14.0,0,,0-16(12),0-40(12),RE van der Merwe,CSK,5-217 (120)
S09M004,2,51,24,1,12.75,0,1-26(12),0-25(12),,Praveen Dubey,MI,3-218 (117)
S09M013,1,53,24,1,13.25,0,0-18(12),,1-35(12),Sonu Yadav,CSK,5-217 (120)
S09M010,1,15,6,0,15.0,1,0-15(6),,,Shubhang Hegde,LSG,2-207 (120)
S09M014,1,53,24,1,13.25,0,0-23(6),1-30(18),,Shubhang Hegde,LSG,9-220 (120)
S09M004,2,55,24,1,13.75,0,,0-33(12),1-22(12),MA Starc,MI,3-218 (117)
S09M006,2,25,24,0,6.25,0,0-4(6),0-21(18),,Akash Vasisht,DC,1-191 (114)
S09M006,1,26,24,0,6.5,1,0-10(12),,0-16(12),Sunil Kumar,MI,5-187 (120)
S09M013,2,31,24,0,7.75,1,,0-31(24),,Utkarsh Singh,RR,7-192 (120)
S09M003,1,42,24,0,10.5,1,0-17(6),0-25(18),,Fazalhaq Farooqi,GT,5-190 (120)
S09M004,1,50,24,0,12.5,1,0-12(6),0-27(12),0-11(6),C Sakariya,RR,7-215 (120)
S09M008,1,36,24,0,9.0,1,0-17(12),0-8(6),0-11(6),C Sakariya,RR,9-190 (120)
S09M004,2,37,24,0,9.25,0,0-30(18),0-7(6),,Abhilash Shetty,MI,3-218 (117)
S09M006,1,53,24,0,13.25,1,0-40(18),0-13(6),,Abhilash Shetty,MI,5-187 (120)
S09M005,1,49,24,0,12.25,0,,0-15(12),0-34(12),Geet Puri,CSK,6-209 (120)
S09M010,2,20,12,0,10.0,0,,0-7(6),0-13(6),Geet Puri,CSK,6-211 (102)
S09M010,1,29,24,0,7.25,1,0-3(6),0-26(18),,HH Pandya,LSG,2-207 (120)
S09M014,1,63,24,0,15.75,0,0-16(6),0-47(18),,HH Pandya,LSG,9-220 (120)
S09M010,1,54,24,0,13.5,1,,0-19(12),0-35(12),HB Shipley,LSG,2-207 (120)
S09M002,1,66,24,0,16.5,1,0-1(0),0-28(12),0-37(12),AK Markram,DC,5-209 (120)
