striker,bowler,runs_scored,balls_bowled,outs,h2h_factor_bat,h2h_factor_bowl
AR Patel,RA Jadeja,51,25,0,1.2066482503198686,0.7933517496801314
AR Patel,Rashid Khan,81,55,1,1.0499721703176512,0.9500278296823488
AR Patel,SP Narine,39,29,2,0.9718298215070597,1.0281701784929402
AR Patel,TA Boult,17,25,3,0.6875768355332404,1.3124231644667597
AT Rayudu,Avesh Khan,30,21,0,1.013702045344042,0.986297954655958
AT Rayudu,CV Varun,26,21,0,0.9470900653246949,1.0529099346753052
AT Rayudu,JJ Bumrah,49,26,1,1.1207140580897519,0.8792859419102481
AT Rayudu,K Rabada,23,25,1,0.7955370015776267,1.2044629984223731
AT Rayudu,PWH de Silva,24,31,1,0.747197529081459,1.252802470918541
AT Rayudu,R Ashwin,25,22,1,0.8987726118391725,1.1012273881608277
AT Rayudu,RD Chahar,49,27,1,1.1403703102257812,0.8596296897742188
AT Rayudu,Rashid Khan,42,33,1,0.9595453468842797,1.0404546531157202
AT Rayudu,YS Chahal,21,23,4,0.795038965410966,1.204961034589034
AWJ Auguste,CJ Green,16,22,2,0.7126318515504032,1.287368148449597
Abdul Samad,CV Varun,35,26,1,0.9813648266964345,1.0186351733035655
Abdul Samad,IS Sodhi,18,20,2,0.7921038892901432,1.2078961107098567
Abdul Samad,R Ashwin,37,27,0,1.0006981689784513,0.9993018310215487
Abdullah Shafique,Mohammad Nabi,39,28,1,0.999836721363921,1.000163278636079
Abhishek Sharma,AS Roy,38,23,1,1.084595697062715,0.9154043029372849
Abhishek Sharma,AU Rashid,62,25,3,1.3130843370440743,0.6869156629559257
Abhishek Sharma,Arshdeep Singh,90,59,1,1.0718497961338402,0.9281502038661598
Abhishek Sharma,Avesh Khan,25,20,2,0.933503385868831,1.066496614131169
Abhishek Sharma,B Kumar,52,22,0,1.292696768412815,0.707303231587185
Abhishek Sharma,CV Varun,39,23,1,1.0987740203636447,0.9012259796363553
Abhishek Sharma,DL Chahar,55,38,2,1.0118842692897694,0.9881157307102306
Abhishek Sharma,G Coetzee,48,29,2,1.0604581220262441,0.9395418779737559
Abhishek Sharma,GJ Maxwell,39,23,1,1.0987740203636447,0.9012259796363553
Abhishek Sharma,Harshit Rana,28,25,1,0.8944271909999159,1.1055728090000843
Abhishek Sharma,I Sharma,64,32,1,1.201903252583763,0.798096747416237
Abhishek Sharma,JC Archer,91,44,1,1.233767327408948,0.766232672591052
Abhishek Sharma,JJ Bumrah,34,29,2,0.9073970785318183,1.0926029214681816
Abhishek Sharma,JR Hazlewood,81,43,2,1.156710882824737,0.843289117175263
Abhishek Sharma,LS Livingstone,48,24,0,1.1942720436674863,0.8057279563325137
Abhishek Sharma,M Jansen,60,30,0,1.2,0.8
Abhishek Sharma,M Prasidh Krishna,21,37,1,0.642797938071669,1.357202061928331
Abhishek Sharma,M Theekshana,33,20,1,1.0812690956199835,0.9187309043800165
Abhishek Sharma,MA Starc,45,32,2,0.99498743710662,1.0050125628933801
Abhishek Sharma,MA Wood,47,20,1,1.2904041448875065,0.7095958551124935
Abhishek Sharma,Mohammed Shami,11,23,2,0.578131494423821,1.421868505576179
Abhishek Sharma,Mohammed Siraj,57,54,2,0.8697016456124206,1.1302983543875795
Abhishek Sharma,Mukesh Choudhary,57,26,1,1.2299438624432844,0.7700561375567156
Abhishek Sharma,PP Chawla,54,22,2,1.3091883080649727,0.6908116919350273
Abhishek Sharma,R Ashwin,63,34,1,1.1587010983399118,0.8412989016600882
Abhishek Sharma,RA Jadeja,59,42,1,1.0152309478887158,0.9847690521112842
Abhishek Sharma,Rashid Khan,102,47,1,1.2667743781857776,0.7332256218142224
Abhishek Sharma,Rex Rajkumar,49,22,0,1.2560089337096458,0.7439910662903542
Abhishek Sharma,SM Curran,32,20,1,1.0647602010379078,0.9352397989620922
Abhishek Sharma,SP Narine,81,50,2,1.0757057484009542,0.9242942515990458
Abhishek Sharma,Sandeep Sharma,69,34,0,1.2121513619881585,0.7878486380118415
Abhishek Sharma,Sikandar Raza,41,30,1,0.9919677414109795,1.0080322585890205
Abhishek Sharma,Suyash Sharma,37,21,1,1.1182347605006013,0.8817652394993987
Abhishek Sharma,TA Boult,66,49,3,0.974042102525713,1.025957897474287
Abhishek Sharma,TU Deshpande,39,29,1,0.983228821921,1.0167711780789999
Abhishek Sharma,VG Arora,41,40,1,0.8559038664309377,1.1440961335690623
Abhishek Sharma,WG Jacks,44,25,1,1.121223821162776,0.8787761788372239
Abhishek Sharma,Yash Dayal,64,41,2,1.0399372037556411,0.9600627962443589
Abhishek Sharma,Yash Thakur,72,25,1,1.4075463804744812,0.5924536195255188
Abishek Porel,B Kumar,58,35,2,1.0814200792268942,0.9185799207731058
Abishek Porel,HH Pandya,50,28,0,1.1351166441905287,0.8648833558094713
Abishek Porel,HV Patel,44,26,1,1.100329620943322,0.899670379056678
Abishek Porel,JJ Bumrah,37,28,1,0.9738624971038294,1.0261375028961706
Abishek Porel,R Ashwin,28,24,1,0.9121403400793103,1.0878596599206896
Abishek Porel,Ravi Bishnoi,22,20,0,0.8944271909999159,1.1055728090000843
Abishek Porel,Sandeep Sharma,34,27,1,0.9499206316051917,1.0500793683948082
Afif Hossain,MM Ali,16,20,1,0.7528991584914562,1.2471008415085438
Afif Hossain,Mohammad Nabi,16,23,1,0.7037786213192945,1.2962213786807055
Afif Hossain,Mustafizur Rahman,44,30,2,1.0153113526683049,0.9846886473316951
Afif Hossain,Sikandar Raza,39,30,0,0.9797958971132712,1.0202041028867288
Agha Salman,Sikandar Raza,19,23,2,0.759813641747985,1.240186358252015
Amandeep Khare,KH Pandya,16,20,0,0.7708992893275453,1.2291007106724547
Anamul Haque,Mustafizur Rahman,21,27,2,0.7384668803225595,1.2615331196774404
Anmolpreet Singh,KH Pandya,29,21,1,0.989990723518691,1.0100092764813091
Anuj Rawat,JD Unadkat,31,22,0,1.0082259074827826,0.9917740925172174
Ashutosh Sharma,TA Boult,22,23,1,0.8252535842157062,1.174746415784294
Asif Ali,Rashid Khan,41,34,1,0.9347448310419608,1.0652551689580392
Azam Khan,CJ Jordan,48,33,1,1.0113972363754506,0.9886027636245494
Azam Khan,Rashid Khan,38,40,2,0.8204528366352676,1.1795471633647323
Azmatullah Omarzai,Mustafizur Rahman,38,27,3,0.9897249898611005,1.0102750101388995
Azmatullah Omarzai,Shakib Al Hasan,38,30,1,0.9549869109050658,1.045013089094934
B Sai Sudharsan,A Nortje,59,28,0,1.2283720768495485,0.7716279231504515
B Sai Sudharsan,AR Patel,51,25,0,1.2066482503198686,0.7933517496801314
B Sai Sudharsan,Akash Deep,26,23,0,0.9097948714268147,1.0902051285731853
B Sai Sudharsan,Arshdeep Singh,43,37,2,0.8947129585489912,1.1052870414510088
B Sai Sudharsan,B Kumar,49,40,0,0.9651054716602592,1.0348945283397408
B Sai Sudharsan,Fazalhaq Farooqi,37,26,0,1.0174737083840286,0.9825262916159714
B Sai Sudharsan,GJ Maxwell,45,23,0,1.1807566791696444,0.8192433208303556
B Sai Sudharsan,HH Pandya,28,20,0,1.002853072844814,0.997146927155186
B Sai Sudharsan,Harpreet Brar,29,20,0,1.019803902718557,0.980196097281443
B Sai Sudharsan,Harshit Rana,37,22,1,1.0934040733107169,0.9065959266892831
B Sai Sudharsan,I Sharma,29,20,0,1.019803902718557,0.980196097281443
B Sai Sudharsan,JC Archer,46,32,0,1.0155159906533857,0.9844840093466143
B Sai Sudharsan,JJ Bumrah,23,26,3,0.7844458626032209,1.215554137396779
B Sai Sudharsan,K Rabada,28,21,0,0.9809616273258166,1.0190383726741834
B Sai Sudharsan,KH Pandya,20,20,2,0.834950811211569,1.165049188788431
B Sai Sudharsan,KK Ahmed,30,22,0,0.9926483009357592,1.0073516990642408
B Sai Sudharsan,Kuldeep Yadav,46,42,1,0.896432840058135,1.103567159941865
B Sai Sudharsan,LS Livingstone,30,23,0,0.9731296760759213,1.0268703239240788
B Sai Sudharsan,M Jansen,36,23,1,1.01418510567422,0.9858148943257801
B Sai Sudharsan,M Markande,30,23,0,0.9731296760759213,1.0268703239240788
B Sai Sudharsan,MA Starc,26,21,0,0.9470900653246949,1.0529099346753052
B Sai Sudharsan,MJ Santner,65,39,1,1.1032419757890184,0.8967580242109816
B Sai Sudharsan,Mukesh Kumar,32,21,0,1.0235664666685362,0.9764335333314638
B Sai Sudharsan,RA Jadeja,62,34,1,1.149468273126479,0.8505317268735211
B Sai Sudharsan,Rasikh Salam,27,20,3,0.9674709297958259,1.032529070204174
B Sai Sudharsan,Ravi Bishnoi,44,24,1,1.1434284286428125,0.8565715713571875
B Sai Sudharsan,SM Curran,38,35,1,0.8876476594611956,1.1123523405388043
B Sai Sudharsan,SN Thakur,24,20,0,0.931971796017148,1.068028203982852
B Sai Sudharsan,SP Narine,26,20,1,0.9597618752288805,1.0402381247711197
B Sai Sudharsan,Sandeep Sharma,41,43,0,0.8672406311355337,1.1327593688644662
B Sai Sudharsan,T Natarajan,49,24,2,1.1949895397031725,0.8050104602968275
B Sai Sudharsan,TA Boult,54,42,1,0.9712604896604774,1.0287395103395225
B Sai Sudharsan,TU Deshpande,41,30,2,0.9645418673260818,1.0354581326739183
B Sai Sudharsan,V Nigam,28,21,0,0.9809616273258166,1.0190383726741834
B Sai Sudharsan,VG Arora,37,26,1,1.009014316107502,0.990985683892498
B Sai Sudharsan,Yash Dayal,28,28,0,0.8534369805691312,1.146563019430869
BA King,AR Patel,19,22,0,0.8015569265457735,1.1984430734542264
BA King,Arshdeep Singh,52,37,1,1.0115014261656456,0.9884985738343544
BA King,B Kumar,34,31,1,0.8893429459865507,1.1106570540134493
BA King,G Coetzee,27,21,1,0.9552433176517737,1.0447566823482264
BA King,HH Pandya,26,29,2,0.7934957265041165,1.2065042734958835
BA King,JO Holder,25,25,1,0.8451542547285166,1.1548457452714835
BA King,Kuldeep Yadav,15,20,1,0.7289914755527471,1.2710085244472529
BA King,MM Ali,40,32,3,0.9340133577101306,1.0659866422898694
BA King,R Shepherd,23,24,3,0.8160298780711169,1.183970121928883
BA King,Shakib Al Hasan,29,24,0,0.9399088101664818,1.0600911898335181
BA King,TA Boult,21,22,0,0.8395422376695343,1.1604577623304657
BA King,YS Chahal,61,37,1,1.0955437993143935,0.9044562006856065
BA Stokes,AR Patel,39,21,0,1.1495518203870159,0.8504481796129841
BA Stokes,HV Patel,33,21,1,1.0560612227150703,0.9439387772849297
BA Stokes,KK Ahmed,36,21,2,1.0936551708162225,0.9063448291837775
BA Stokes,RD Chahar,47,22,0,1.2309430446697276,0.7690569553302724
BA Stokes,Sandeep Sharma,27,24,0,0.9090025931127558,1.0909974068872441
BA Stokes,T Shamsi,21,20,2,0.8555699854482975,1.1444300145517023
BA Stokes,TA Boult,38,22,1,1.108081294781279,0.891918705218721
BCJ Cutting,NT Ellis,48,32,1,1.0408787496286833,0.9591212503713167
BJ McMullen,A Zampa,51,36,2,1.0002856734810455,0.9997143265189545
BJ McMullen,Waqar Salamkheil,22,23,1,0.8085259956948111,1.191474004305189
BJ Webster,A Zampa,19,37,2,0.6024787921418437,1.3975212078581563
BJ Webster,CJ Jordan,35,23,0,1.0469239176945924,0.9530760823054076
BJ Webster,NT Ellis,61,40,1,1.0561385190535242,0.9438614809464758
