out_prob,one_prob,two_prob,three_prob,four_prob,six_prob,dot_prob,striker,innings,phase,nrr_phase,wkt_phase,num_innings,runs,balls,outs,strike_rate
0.03333333333333333,0.4833333333333334,0.0,0.0,0.2416666666666667,0.0,0.2416666666666667,A Mhatre,2,death,moderate,easy,1,6,4,0,150.0
0.03333333333333333,0.5205128205128206,0.11153846153846156,0.0,0.07435897435897437,0.11153846153846156,0.14871794871794874,A Mhatre,2,middle,crucial,easy,1,46,26,0,176.92307692307693
0.03333333333333333,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,A Mhatre,2,middle,moderate,easy,1,4,4,0,100.0
0.03333333333333333,0.26851851851851855,0.0,0.0,0.375925925925926,0.053703703703703705,0.26851851851851855,A Mhatre,2,pp,crucial,easy,1,39,18,0,216.66666666666666
0.5,0.0,0.0,0.0,0.0,0.0,0.5,A Mhatre,2,pp,moderate,easy,1,0,2,1,0.0
0.05,0.38,0.0,0.0,0.095,0.0,0.475,A Mishra,2,death,crucial,tough,2,16,20,1,80.0
0.03333333333333333,0.32222222222222224,0.0,0.0,0.0,0.0,0.6444444444444445,A Mishra,2,middle,easy,tough,1,2,6,0,33.333333333333336
0.03333333333333333,0.5523809523809524,0.0,0.0,0.0,0.0,0.4142857142857143,A Mishra,2,middle,moderate,tough,1,4,7,0,57.142857142857146
0.03333333333333333,0.0,0.0,0.0,0.9666666666666667,0.0,0.0,A Nortje,2,death,crucial,medium,1,4,1,0,400.0
0.13043478260869565,0.3184323331292101,0.03674219228413962,0.012247397428046541,0.09797917942437233,0.0,0.4041641151255359,A Nortje,2,death,crucial,tough,18,67,69,9,97.10144927536231
0.16666666666666666,0.1388888888888889,0.2777777777777778,0.0,0.2777777777777778,0.0,0.1388888888888889,A Nortje,2,death,easy,tough,2,13,6,1,216.66666666666666
0.03333333333333333,0.4833333333333334,0.0,0.0,0.0,0.0,0.4833333333333334,A Nortje,2,death,moderate,tough,2,1,2,0,50.0
0.05555555555555555,0.5246913580246914,0.0,0.0,0.0,0.0,0.41975308641975306,A Nortje,2,middle,crucial,tough,3,10,18,1,55.55555555555556
1.0,0.0,0.0,0.0,0.0,0.0,0.0,A Raghuvanshi,2,death,crucial,medium,1,0,True,1,0.0
0.03333333333333333,0.37179487179487186,0.14871794871794874,0.0,0.22307692307692312,0.07435897435897437,0.14871794871794874,A Raghuvanshi,2,death,crucial,tough,1,27,13,0,207.69230769230768
0.03333333333333333,0.5800000000000001,0.0,0.0,0.19333333333333336,0.0,0.19333333333333336,A Raghuvanshi,2,death,easy,easy,1,7,5,0,140.0
0.03333333333333333,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,A Raghuvanshi,2,middle,crucial,easy,1,1,True,0,100.0
0.058823529411764705,0.5228758169934641,0.0,0.0,0.0522875816993464,0.0,0.3660130718954248,A Raghuvanshi,2,middle,crucial,medium,2,14,17,1,82.3529411764706
0.023255813953488372,0.5860465116279069,0.021705426356589144,0.0,0.04341085271317829,0.0,0.3255813953488372,A Raghuvanshi,2,middle,easy,easy,4,37,43,1,86.04651162790698
1.0,0.0,0.0,0.0,0.0,0.0,0.0,A Raghuvanshi,2,middle,easy,medium,1,0,True,1,0.0
0.03333333333333333,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,A Raghuvanshi,2,middle,moderate,easy,1,2,2,0,100.0
0.16666666666666666,0.0,0.0,0.1388888888888889,0.1388888888888889,0.0,0.5555555555555556,A Raghuvanshi,2,pp,crucial,easy,2,7,6,1,116.66666666666667
0.01818181818181818,0.26181818181818184,0.06545454545454546,0.0,0.14727272727272728,0.04909090909090909,0.45818181818181813,A Raghuvanshi,2,pp,easy,easy,4,78,55,1,141.8181818181818
0.03333333333333333,0.6041666666666667,0.0,0.0,0.12083333333333335,0.0,0.2416666666666667,A Zampa,2,death,crucial,medium,2,9,8,0,112.5
0.12790697674418605,0.29407787993510004,0.04056246619794483,0.010140616549486208,0.08112493239588967,0.030421849648458624,0.4157652785289346,A Zampa,2,death,crucial,tough,19,90,86,11,104.65116279069767
0.03333333333333333,0.5800000000000001,0.0,0.0,0.0,0.0,0.3866666666666667,A Zampa,2,death,easy,tough,3,3,5,0,60.0
0.1111111111111111,0.19753086419753085,0.19753086419753085,0.0,0.09876543209876543,0.0,0.3950617283950617,A Zampa,2,death,moderate,tough,1,10,9,1,111.11111111111111
0.03333333333333333,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,A Zampa,2,middle,crucial,medium,1,2,2,0,100.0
0.13333333333333333,0.4193548387096775,0.0,0.0,0.027956989247311832,0.0,0.4193548387096775,A Zampa,2,middle,crucial,tough,6,19,30,4,63.333333333333336
0.14285714285714285,0.2142857142857143,0.32142857142857145,0.0,0.0,0.0,0.32142857142857145,A Zampa,2,middle,moderate,tough,3,8,7,1,114.28571428571429
0.03333333333333333,0.0,0.0,0.0,0.19333333333333336,0.0,0.7733333333333334,AD Russell,2,death,crucial,easy,3,4,5,0,80.0
0.07936507936507936,0.2645107794361526,0.037787254205164655,0.0,0.10305614783226724,0.10992655768775172,0.4053541814735845,AD Russell,2,death,crucial,medium,39,411,252,20,163.0952380952381
0.08641975308641975,0.14483589280337247,0.044564890093345376,0.0,0.10027100271002709,0.14483589280337247,0.47907256850346286,AD Russell,2,death,crucial,tough,10,135,81,7,166.66666666666666
0.03333333333333333,0.1657142857142857,0.027619047619047616,0.0,0.08285714285714285,0.3314285714285714,0.35904761904761906,AD Russell,2,death,easy,easy,7,92,30,0,306.6666666666667
0.020547945205479454,0.28266066010848584,0.08545554840489107,0.006573503723453159,0.09860255585179738,0.20377861542704792,0.3023811712788453,AD Russell,2,death,easy,medium,26,318,146,3,217.8082191780822
0.125,0.109375,0.0,0.109375,0.328125,0.109375,0.21875,AD Russell,2,death,easy,tough,3,22,8,1,275.0
0.03333333333333333,0.3052631578947369,0.050877192982456146,0.0,0.10175438596491229,0.10175438596491229,0.40701754385964917,AD Russell,2,death,moderate,easy,4,28,17,0,164.7058823529412
0.06122448979591837,0.25274725274725274,0.09026687598116169,0.0,0.07221350078492934,0.10832025117739402,0.4152276295133438,AD Russell,2,death,moderate,medium,16,76,49,3,155.10204081632654
0.5,0.0,0.0,0.0,0.0,0.0,0.5,AD Russell,2,death,moderate,tough,2,0,2,1,0.0
0.06666666666666667,0.49777777777777776,0.0,0.0,0.06222222222222222,0.06222222222222222,0.3111111111111111,AD Russell,2,middle,crucial,easy,4,18,15,1,120.0
0.06493506493506493,0.27662337662337655,0.019480519480519477,0.0038961038961038957,0.09350649350649351,0.08181818181818182,0.4597402597402597,AD Russell,2,middle,crucial,medium,38,306,231,15,132.46753246753246
0.0392156862745098,0.19571532316630358,0.017792302106027596,0.0,0.10675381263616558,0.14233841684822077,0.4981844589687728,AD Russell,2,middle,crucial,tough,4,85,51,2,166.66666666666666
0.03225806451612903,0.1814516129032258,0.0,0.0,0.06048387096774194,0.12096774193548387,0.6048387096774194,AD Russell,2,middle,easy,easy,6,38,31,1,122.58064516129032
0.018018018018018018,0.3047530288909599,0.05925753339546442,0.0,0.07618825722273997,0.1354457906182044,0.4063373718546132,AD Russell,2,middle,easy,medium,16,182,111,2,163.96396396396398
0.03333333333333333,0.0,0.0,0.0,0.1380952380952381,0.2761904761904762,0.5523809523809524,AD Russell,2,middle,easy,tough,1,16,7,0,228.57142857142858
0.03333333333333333,0.2543859649122807,0.10175438596491229,0.0,0.10175438596491229,0.10175438596491229,0.40701754385964917,AD Russell,2,middle,moderate,easy,3,29,19,0,152.6315789473684
0.03759398496240601,0.279848557564123,0.020476723724204126,0.006825574574734709,0.10238361862102063,0.06825574574734708,0.48461579480616435,AD Russell,2,middle,moderate,medium,20,170,133,5,127.81954887218045
0.3,0.0,0.0,0.0,0.17500000000000002,0.0,0.525,AD Russell,2,middle,moderate,tough,3,12,10,3,120.0
0.03333333333333333,0.16111111111111112,0.0,0.0,0.32222222222222224,0.16111111111111112,0.32222222222222224,AD Russell,2,pp,crucial,medium,2,15,6,0,250.0
0.03333333333333333,0.06904761904761905,0.0,0.0,0.0,0.2761904761904762,0.6214285714285716,AD Russell,2,pp,easy,medium,1,25,14,0,178.57142857142858
0.03333333333333333,0.32222222222222224,0.0,0.0,0.0,0.0,0.6444444444444445,AD Russell,2,pp,moderate,easy,1,1,3,0,33.333333333333336
0.058823529411764705,0.0522875816993464,0.0,0.0,0.1568627450980392,0.1568627450980392,0.5751633986928104,AD Russell,2,pp,moderate,medium,3,31,17,1,182.35294117647058
0.03333333333333333,0.4833333333333334,0.0,0.0,0.16111111111111112,0.16111111111111112,0.16111111111111112,AJ Turner,2,death,crucial,easy,2,13,6,0,216.66666666666666
0.0625,0.22727272727272727,0.28409090909090906,0.028409090909090908,0.17045454545454544,0.028409090909090908,0.19886363636363635,AJ Turner,2,death,crucial,medium,4,61,32,2,190.625
0.5,0.25,0.0,0.0,0.0,0.0,0.25,AJ Turner,2,death,crucial,tough,2,1,2,1,50.0
0.03333333333333333,0.3866666666666667,0.057999999999999996,0.019333333333333334,0.174,0.13533333333333336,0.19333333333333336,AJ Turner,2,death,easy,easy,10,107,50,0,214.0
0.06666666666666667,0.36521739130434777,0.08115942028985507,0.020289855072463767,0.10144927536231882,0.0,0.36521739130434777,AJ Turner,2,death,easy,medium,10,49,45,3,108.88888888888889
0.03333333333333333,0.3222222222222222,0.0,0.0,0.1611111111111111,0.3222222222222222,0.1611111111111111,AJ Turner,2,death,easy,tough,2,18,6,0,300.0
0.08333333333333333,0.5347222222222221,0.0,0.0,0.07638888888888887,0.0,0.30555555555555547,AJ Turner,2,death,moderate,easy,3,11,12,1,91.66666666666667
0.2,0.48,0.16000000000000003,0.0,0.0,0.0,0.16000000000000003,AJ Turner,2,death,moderate,medium,2,5,5,1,100.0
0.025,0.41437500000000005,0.14625000000000002,0.0,0.09750000000000002,0.024375000000000004,0.29250000000000004,AJ Turner,2,middle,crucial,easy,5,51,40,1,127.5
0.17142857142857143,0.2911196911196911,0.02239382239382239,0.0,0.06718146718146717,0.11196911196911194,0.33590733590733585,AJ Turner,2,middle,crucial,medium,10,57,35,6,162.85714285714286
1.0,0.0,0.0,0.0,0.0,0.0,0.0,AJ Turner,2,middle,crucial,tough,1,0,True,1,0.0
0.03333333333333333,0.40277777777777785,0.12083333333333336,0.01510416666666667,0.11076388888888891,0.04531250000000001,0.2718750000000001,AJ Turner,2,middle,easy,easy,15,279,185,0,150.8108108108108
0.058823529411764705,0.47058823529411764,0.03485838779956427,0.0,0.03485838779956427,0.0,0.4008714596949891,AJ Turner,2,middle,easy,medium,8,39,51,3,76.47058823529412
1.0,0.0,0.0,0.0,0.0,0.0,0.0,AJ Turner,2,middle,easy,tough,1,0,True,1,0.0
0.03333333333333333,0.5603864734299517,0.14009661835748793,0.0,0.05603864734299518,0.014009661835748794,0.19613526570048312,AJ Turner,2,middle,moderate,easy,8,82,69,0,118.84057971014492
0.14285714285714285,0.3673469387755102,0.061224489795918366,0.0,0.0,0.0,0.4285714285714286,AJ Turner,2,middle,moderate,medium,4,8,14,2,57.142857142857146
0.03333333333333333,0.17575757575757575,0.17575757575757575,0.0,0.17575757575757575,0.08787878787878788,0.3515151515151515,AJ Turner,2,pp,crucial,easy,2,20,11,0,181.8181818181818
0.03333333333333333,0.4142857142857143,0.1380952380952381,0.0,0.06904761904761905,0.0,0.3452380952380953,AJ Turner,2,pp,easy,easy,5,14,14,0,100.0
0.2,0.6400000000000001,0.0,0.0,0.0,0.0,0.16000000000000003,AJ Turner,2,pp,easy,medium,2,4,5,1,80.0
0.03333333333333333,0.6151515151515151,0.0,0.0,0.17575757575757575,0.08787878787878788,0.08787878787878788,AJ Turner,2,pp,moderate,easy,3,21,11,0,190.9090909090909
0.03333333333333333,0.4461538461538462,0.11153846153846154,0.03717948717948718,0.11153846153846154,0.03717948717948718,0.2230769230769231,AK Markram,2,death,crucial,easy,5,39,26,0,150.0
0.13513513513513511,0.27311522048364156,0.11379800853485066,0.0,0.20483641536273117,0.06827880512091039,0.20483641536273117,AK Markram,2,death,crucial,medium,9,76,37,5,205.40540540540542
0.2,0.32000000000000006,0.0,0.0,0.16000000000000003,0.16000000000000003,0.16000000000000003,AK Markram,2,death,crucial,tough,2,12,5,1,240.0
0.03333333333333333,0.44037037037037047,0.042962962962962974,0.0,0.18259259259259264,0.06444444444444446,0.23629629629629637,AK Markram,2,death,easy,easy,12,153,88,0,173.86363636363637
0.07692307692307693,0.28846153846153844,0.05769230769230769,0.0,0.17307692307692307,0.05769230769230769,0.34615384615384615,AK Markram,2,death,easy,medium,4,25,13,1,192.30769230769232
0.125,0.4117647058823529,0.10294117647058823,0.0,0.0,0.051470588235294115,0.3088235294117647,AK Markram,2,death,moderate,easy,8,18,16,2,112.5
0.3333333333333333,0.11111111111111112,0.0,0.0,0.0,0.11111111111111112,0.4444444444444445,AK Markram,2,death,moderate,medium,4,7,6,2,116.66666666666667
0.05235602094240837,0.43699644630116924,0.06383094159455281,0.004910072430350217,0.09820144860700432,0.054010796733852375,0.2896942733906627,AK Markram,2,middle,crucial,easy,24,264,191,10,138.2198952879581
0.2,0.34509803921568627,0.0784313725490196,0.0,0.01568627450980392,0.06274509803921569,0.2980392156862745,AK Markram,2,middle,crucial,medium,12,60,50,10,120.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,AK Markram,2,middle,crucial,tough,1,0,True,1,0.0
0.02575107296137339,0.4163802468256372,0.10510569337346182,0.00404252666821007,0.09702064003704168,0.04446779335031077,0.3072320267839653,AK Markram,2,middle,easy,easy,24,320,233,6,137.3390557939914
0.23529411764705882,0.17993079584775085,0.0,0.04498269896193771,0.13494809688581313,0.13494809688581313,0.26989619377162627,AK Markram,2,middle,easy,medium,6,37,17,4,217.64705882352942
0.008064516129032258,0.5690785246112327,0.04742321038426938,0.0,0.102750289165917,0.027663539390823805,0.24501992031872513,AK Markram,2,middle,moderate,easy,26,314,248,2,126.61290322580645
0.04,0.41660377358490575,0.07245283018867926,0.0,0.07245283018867926,0.0,0.3984905660377359,AK Markram,2,middle,moderate,medium,5,47,50,2,94.0
0.03658536585365854,0.27277402292095204,0.04642962092271525,0.005803702615339406,0.12768145753746693,0.040625918307375844,0.4700999118424919,AK Markram,2,pp,crucial,easy,20,196,164,6,119.51219512195122
1.0,0.0,0.0,0.0,0.0,0.0,0.0,AK Markram,2,pp,crucial,medium,1,0,True,1,0.0
0.04580152671755725,0.2654537106124089,0.021523273833438557,0.007174424611146186,0.1506629168340699,0.014348849222292372,0.4950352981690868,AK Markram,2,pp,easy,easy,16,142,131,6,108.3969465648855
0.018691588785046728,0.279087713281317,0.05401697676412587,0.0,0.1620509302923776,0.01800565892137529,0.4681471319557575,AK Markram,2,pp,moderate,easy,16,127,107,2,118.69158878504673
0.03333333333333333,0.4229166666666667,0.060416666666666674,0.060416666666666674,0.060416666666666674,0.18125000000000002,0.18125000000000002,AM Hardie,2,death,crucial,medium,3,34,16,0,212.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,AM Hardie,2,death,crucial,tough,2,0,2,2,0.0
0.03333333333333333,0.2485714285714286,0.1380952380952381,0.0,0.22095238095238096,0.1380952380952381,0.22095238095238096,AM Hardie,2,death,easy,easy,5,81,34,0,238.23529411764707
0.047619047619047616,0.272108843537415,0.2267573696145125,0.0,0.090702947845805,0.0453514739229025,0.3174603174603175,AM Hardie,2,death,easy,medium,5,30,21,1,142.85714285714286
0.03333333333333333,0.7250000000000001,0.0,0.0,0.2416666666666667,0.0,0.0,AM Hardie,2,death,moderate,easy,1,7,4,0,175.0
0.03333333333333333,0.8055555555555556,0.1611111111111111,0.0,0.0,0.0,0.0,AM Hardie,2,death,moderate,medium,2,7,6,0,116.66666666666667
0.11538461538461539,0.3742603550295859,0.03402366863905326,0.0,0.06804733727810652,0.03402366863905326,0.3742603550295859,AM Hardie,2,middle,crucial,easy,3,27,26,3,103.84615384615384
0.2222222222222222,0.34567901234567905,0.08641975308641976,0.0,0.0,0.0,0.34567901234567905,AM Hardie,2,middle,crucial,medium,4,6,9,2,66.66666666666667
0.026595744680851064,0.4360039893617021,0.08111702127659573,0.0152094414893617,0.08618683510638298,0.06590757978723404,0.28897938829787234,AM Hardie,2,middle,easy,easy,13,273,188,5,145.2127659574468
0.15384615384615385,0.5207100591715976,0.1301775147928994,0.0,0.0,0.0,0.1952662721893491,AM Hardie,2,middle,easy,medium,4,12,13,2,92.3076923076923
0.07142857142857142,0.3482142857142857,0.10317460317460315,0.0,0.05158730158730158,0.038690476190476185,0.38690476190476186,AM Hardie,2,middle,moderate,easy,12,77,70,5,110.0
0.5,0.25,0.0,0.0,0.0,0.0,0.25,AM Hardie,2,middle,moderate,medium,2,1,2,1,50.0
0.08695652173913043,0.036521739130434785,0.10956521739130436,0.0,0.14608695652173914,0.0,0.6208695652173913,AM Hardie,2,pp,crucial,easy,4,23,23,2,100.0
0.023622047244094488,0.27577087215243135,0.05217286770451404,0.0,0.1714251367434033,0.022359800444791734,0.4546492757107652,AM Hardie,2,pp,easy,easy,15,161,127,3,126.77165354330708
0.03333333333333333,0.19333333333333336,0.19333333333333336,0.0,0.0,0.0,0.5800000000000001,AM Hardie,2,pp,easy,medium,1,3,5,0,60.0
0.014925373134328358,0.3146766169154229,0.08208955223880599,0.013681592039800997,0.12313432835820898,0.027363184079601994,0.42412935323383094,AM Hardie,2,pp,moderate,easy,10,86,67,1,128.3582089552239
0.14285714285714285,0.32142857142857145,0.0,0.10714285714285715,0.0,0.10714285714285715,0.32142857142857145,AM Rahane,2,death,crucial,easy,3,12,7,1,171.42857142857142
0.3333333333333333,0.0,0.11111111111111112,0.0,0.0,0.11111111111111112,0.4444444444444445,AM Rahane,2,death,crucial,medium,5,16,12,4,133.33333333333334
0.05555555555555555,0.4970760233918129,0.14912280701754385,0.0,0.09941520467836257,0.0,0.19883040935672514,AM Rahane,2,death,easy,easy,3,24,18,1,133.33333333333334
0.2857142857142857,0.3061224489795919,0.10204081632653063,0.0,0.0,0.10204081632653063,0.20408163265306126,AM Rahane,2,death,easy,medium,3,11,7,2,157.14285714285714
0.08333333333333333,0.5347222222222221,0.2291666666666666,0.0,0.0,0.0,0.15277777777777773,AM Rahane,2,death,moderate,easy,4,13,12,1,108.33333333333333
0.2,0.31999999999999995,0.0,0.0,0.15999999999999998,0.0,0.31999999999999995,AM Rahane,2,death,moderate,medium,1,6,5,1,120.0
0.02040816326530612,0.533441099211962,0.10183875530410184,0.0048494645382905635,0.1066882198423924,0.033946251768033946,0.19882804606991314,AM Rahane,2,middle,crucial,easy,15,285,196,4,145.40816326530611
1.3333333333333333,-0.0,-0.0,-0.0,-0.0,-0.0,-0.33333333333333326,AM Rahane,2,middle,crucial,medium,4,0,3,4,0.0
0.0449438202247191,0.453783599230244,0.07387174871190018,0.010553106958842883,0.07387174871190018,0.06331864175305729,0.27965733440933643,AM Rahane,2,middle,easy,easy,15,248,178,8,139.32584269662922
0.037037037037037035,0.4396135265700483,0.07675791733762749,0.0,0.09071390230810521,0.06977992485238861,0.28609769189479334,AM Rahane,2,middle,moderate,easy,12,197,135,5,145.92592592592592
0.024691358024691357,0.2943239097085252,0.01731317115932501,0.005771057053108336,0.17313171159325008,0.040397399371758354,0.4443713930893419,AM Rahane,2,pp,crucial,easy,15,222,162,4,137.03703703703704
0.021739130434782608,0.2181732874569909,0.04926493587738505,0.014075695964967156,0.1970597435095402,0.05630278385986862,0.4433844228964654,AM Rahane,2,pp,easy,easy,14,216,138,3,156.52173913043478
0.03333333333333333,0.3433515482695811,0.08451730418943534,0.010564663023679418,0.13205828779599274,0.015846994535519125,0.38032786885245906,AM Rahane,2,pp,moderate,easy,17,221,180,6,122.77777777777777
0.038461538461538464,0.48494983277591985,0.10033444816053515,0.0,0.07525083612040136,0.050167224080267574,0.25083612040133785,AR Patel,2,death,crucial,medium,16,154,104,4,148.07692307692307
0.17391304347826086,0.2409420289855072,0.06884057971014491,0.0,0.05163043478260868,0.06884057971014491,0.39583333333333326,AR Patel,2,death,crucial,tough,10,58,46,8,126.08695652173913
0.03333333333333333,0.5205128205128204,0.0,0.0,0.0,0.2230769230769231,0.2230769230769231,AR Patel,2,death,easy,easy,2,25,13,0,192.30769230769232
0.02564102564102564,0.3852116875372689,0.09063804412641621,0.0,0.045319022063208106,0.09063804412641621,0.36255217650566485,AR Patel,2,death,easy,medium,8,57,39,1,146.15384615384616
1.0,0.0,0.0,0.0,0.0,0.0,0.0,AR Patel,2,death,easy,tough,1,0,True,1,0.0
0.03333333333333333,0.5370370370370371,0.0,0.0,0.0,0.0,0.42962962962962964,AR Patel,2,death,moderate,medium,3,5,9,0,55.55555555555556
0.05,0.38452380952380955,0.0,0.0,0.15833333333333335,0.09047619047619049,0.3166666666666667,AR Patel,2,middle,crucial,easy,5,69,40,2,172.5
0.06060606060606061,0.40753119429590023,0.03453654188948307,0.0,0.06216577540106952,0.09670231729055259,0.3384581105169341,AR Patel,2,middle,crucial,medium,17,189,132,8,143.1818181818182
1.0,0.0,0.0,0.0,0.0,0.0,0.0,AR Patel,2,middle,crucial,tough,1,0,True,1,0.0
0.03333333333333333,0.16111111111111112,0.0,0.0,0.08055555555555556,0.16111111111111112,0.5638888888888889,AR Patel,2,middle,easy,easy,2,18,11,0,163.63636363636363
0.04,0.3116883116883117,0.04987012987012987,0.0374025974025974,0.12467532467532468,0.024935064935064935,0.4114285714285714,AR Patel,2,middle,easy,medium,8,94,75,3,125.33333333333333
1.0,0.0,0.0,0.0,0.0,0.0,0.0,AR Patel,2,middle,easy,tough,1,0,True,1,0.0
0.047619047619047616,0.4140786749482402,0.041407867494824016,0.0,0.16563146997929606,0.08281573498964803,0.24844720496894412,AR Patel,2,middle,moderate,easy,4,40,21,1,190.47619047619048
0.15151515151515152,0.21818181818181823,0.024242424242424253,0.0,0.19393939393939402,0.024242424242424253,0.38787878787878804,AR Patel,2,middle,moderate,medium,6,49,33,5,148.4848484848485
0.03333333333333333,0.40277777777777785,0.0,0.0,0.12083333333333335,0.08055555555555556,0.36250000000000004,AR Patel,2,pp,crucial,easy,4,34,24,0,141.66666666666666
1.0,0.0,0.0,0.0,0.0,0.0,0.0,AR Patel,2,pp,crucial,medium,1,0,True,1,0.0
