match_id,innings,runs,balls,wkts,Eco,win,PP_perf,Middle_perf,Death_perf,bowler,team,team_total
S07M014,1,39,24,3,9.75,1.0,1-16(12),,2-23(12),Arshdeep Singh,LSG,9-171 (120)
S07M019,2,41,24,4,10.25,1.0,1-30(12),,3-11(12),Arshdeep Singh,LSG,8-193 (120)
S07M024,1,50,24,3,12.5,1.0,1-21(12),,2-29(12),Arshdeep Singh,LSG,10-173 (115)
S07M029,1,38,24,4,9.5,1.0,1-20(12),,3-18(12),Arshdeep Singh,LSG,10-190 (120)
S07M035,1,42,24,0,10.5,0.0,0-24(12),,0-18(12),Arshdeep Singh,LSG,2-219 (120)
S07M038,2,30,18,1,10.0,0.0,1-10(12),,0-20(6),Arshdeep Singh,LSG,3-201 (99)
S07M042,2,32,19,1,10.11,0.0,1-16(12),,0-16(7),Arshdeep Singh,LSG,2-189 (115)
S07M005,1,39,24,3,9.75,1.0,,0-22(12),3-17(12),Karan Lal,RR,8-195 (120)
S07M009,2,10,12,2,5.0,0.0,0-9(6),2-1(6),,Karan Lal,RR,5-92 (70)
S07M015,1,41,24,1,10.25,0.0,,1-16(12),0-25(12),Karan Lal,RR,3-220 (120)
S07M020,1,34,24,2,8.5,0.0,1-9(6),1-3(6),0-22(12),Karan Lal,RR,7-178 (120)
S07M035,2,38,24,1,9.5,1.0,,0-22(12),1-16(12),Karan Lal,RR,5-218 (120)
S07M040,1,0,8,3,0.0,1.0,,3-0(8),,Karan Lal,RR,10-75 (74)
S07M045,1,26,24,2,6.5,1.0,1-6(6),1-10(12),0-10(6),Karan Lal,RR,7-183 (120)
S07M049,2,4,6,1,4.0,0.0,,1-4(6),,Karan Lal,RR,8-111 (82)
S07M002,1,35,24,1,8.75,1.0,1-7(6),0-28(18),,AR Ramjani,PBKS,8-183 (120)
S07M009,1,20,21,3,5.71,1.0,2-6(6),1-14(15),,AR Ramjani,PBKS,10-91 (69)
S07M013,1,37,24,1,9.25,0.0,1-17(12),0-20(12),,AR Ramjani,PBKS,5-192 (120)
S07M017,1,34,24,1,8.5,1.0,0-5(6),1-29(18),,AR Ramjani,PBKS,10-134 (106)
S07M023,1,31,24,0,7.75,0.0,0-9(6),0-22(18),,AR Ramjani,PBKS,6-188 (120)
S07M026,2,23,24,3,5.75,1.0,1-11(12),0-9(6),2-3(6),AR Ramjani,PBKS,9-184 (120)
S07M033,2,14,24,3,3.5,1.0,1-6(6),1-7(12),1-1(6),AR Ramjani,PBKS,8-148 (120)
S07M040,2,32,18,0,10.67,0.0,0-5(6),0-27(12),,AR Ramjani,PBKS,4-76 (74)
S07M043,1,45,24,1,11.25,0.0,1-6(6),0-18(12),0-21(6),AR Ramjani,PBKS,6-198 (120)
S07M047,2,40,24,1,10.0,0.0,0-12(6),0-7(6),1-21(12),AR Ramjani,PBKS,4-187 (120)
S07M003,2,24,18,2,8.0,1.0,0-17(12),,2-7(6),B Kumar,KKR,10-172 (114)
S07M008,1,40,24,2,10.0,0.0,1-18(12),,1-22(12),B Kumar,KKR,8-153 (120)
S07M017,2,9,12,1,4.5,0.0,1-9(12),,,B Kumar,KKR,4-135 (94)
S07M025,2,56,24,2,14.0,1.0,2-35(12),,0-21(12),B Kumar,KKR,4-191 (120)
S07M028,2,11,12,1,5.5,0.0,1-11(12),,,B Kumar,KKR,5-130 (91)
S07M037,2,20,12,1,10.0,0.0,0-13(6),1-7(6),,B Kumar,KKR,2-179 (96)
S07M042,1,39,24,2,9.75,1.0,0-19(12),,2-20(12),B Kumar,KKR,8-187 (120)
S07M046,2,11,6,3,11.0,1.0,3-11(6),,,B Kumar,KKR,10-122 (78)
S07M005,1,33,24,1,8.25,1.0,,0-28(18),1-5(6),Mohammad Ghazanfar,RR,8-195 (120)
S07M009,2,25,12,2,12.5,0.0,2-25(12),,,Mohammad Ghazanfar,RR,5-92 (70)
S07M020,1,28,24,2,7.0,0.0,0-3(6),2-25(18),,Mohammad Ghazanfar,RR,7-178 (120)
S07M035,2,45,24,2,11.25,1.0,,1-20(12),1-25(12),Mohammad Ghazanfar,RR,5-218 (120)
S07M040,1,8,12,4,4.0,1.0,2-5(6),2-3(6),,Mohammad Ghazanfar,RR,10-75 (74)
S07M049,2,31,18,2,10.33,0.0,1-29(12),1-2(6),,Mohammad Ghazanfar,RR,8-111 (82)
S07M015,2,18,24,4,4.5,1.0,1-9(12),,3-9(12),Abrar Ahmed,RCB,8-206 (120)
S07M020,2,38,22,2,10.36,1.0,0-13(12),,2-25(10),Abrar Ahmed,RCB,10-168 (118)
S07M027,2,43,24,3,10.75,0.5,1-22(12),,2-21(12),Abrar Ahmed,RCB,5-185 (120)
S07M036,1,31,24,2,7.75,1.0,,0-15(12),2-16(12),Abrar Ahmed,RCB,8-187 (120)
S07M041,2,55,24,2,13.75,1.0,0-27(12),,2-28(12),Abrar Ahmed,RCB,7-216 (120)
S07M005,2,35,24,0,8.75,0.0,0-14(12),0-6(6),0-15(6),A Zampa,SRH,4-196 (115)
S07M010,1,35,24,2,8.75,1.0,1-13(6),0-19(12),1-3(6),A Zampa,SRH,6-180 (120)
S07M012,2,36,24,1,9.0,1.0,0-3(6),1-13(6),0-20(12),A Zampa,SRH,6-217 (120)
S07M019,1,29,24,1,7.25,0.0,,0-25(18),1-4(6),A Zampa,SRH,4-219 (120)
S07M022,2,34,18,0,11.33,0.0,0-14(6),,0-20(12),A Zampa,SRH,6-193 (112)
S07M030,1,17,24,3,4.25,1.0,1-5(6),0-4(6),2-8(12),A Zampa,SRH,10-144 (116)
S07M031,2,40,24,1,10.0,0.0,1-35(18),0-5(6),,A Zampa,SRH,6-192 (110)
S07M037,1,23,24,2,5.75,1.0,0-5(6),1-8(6),1-10(12),A Zampa,SRH,7-173 (120)
S07M044,1,30,24,1,7.5,1.0,0-9(6),0-16(12),1-5(6),A Zampa,SRH,7-219 (120)
S07M047,1,41,24,1,10.25,1.0,0-8(6),1-14(6),0-19(12),A Zampa,SRH,6-185 (120)
S07M004,2,40,22,6,10.91,1.0,0-17(6),1-12(6),5-11(10),AK Markram,DC,10-241 (118)
S07M012,1,38,12,1,19.0,0.0,,0-28(6),1-10(6),AK Markram,DC,7-234 (120)
S07M018,2,4,6,0,4.0,0.0,,0-4(6),,AK Markram,DC,1-164 (103)
S07M044,2,32,22,2,8.73,0.0,,1-16(12),1-16(10),AK Markram,DC,5-220 (112)
S07M049,1,21,18,3,7.0,1.0,,3-21(18),,AK Markram,DC,10-110 (91)
S07M013,2,34,22,3,9.27,1.0,,0-34(18),3-0(4),Sufiyan Muqeem,GT,10-182 (112)
S07M016,1,35,24,2,8.75,1.0,,1-23(18),1-12(6),Sufiyan Muqeem,GT,9-210 (120)
S07M022,1,26,24,2,6.5,1.0,,1-15(18),1-11(6),Sufiyan Muqeem,GT,7-192 (120)
S07M032,1,33,24,2,8.25,0.0,,2-19(18),0-14(6),Sufiyan Muqeem,GT,9-226 (120)
S07M045,2,27,19,2,8.53,0.0,,1-21(12),1-6(7),Sufiyan Muqeem,GT,6-184 (103)
S07M002,1,36,24,0,9.0,1.0,0-18(12),,0-18(12),JJ Smit,PBKS,8-183 (120)
S07M017,1,30,24,3,7.5,1.0,0-25(12),1-5(6),2-0(6),JJ Smit,PBKS,10-134 (106)
S07M023,1,24,24,3,6.0,0.0,0-9(6),1-8(6),2-7(12),JJ Smit,PBKS,6-188 (120)
S07M026,2,44,24,3,11.0,1.0,1-10(6),1-8(6),1-26(12),JJ Smit,PBKS,9-184 (120)
S07M047,2,43,24,2,10.75,0.0,0-7(6),0-9(6),2-27(12),JJ Smit,PBKS,4-187 (120)
S07M002,1,45,24,3,11.25,1.0,0-14(6),0-15(6),3-16(12),MP Yadav,PBKS,8-183 (120)
S07M009,1,19,12,1,9.5,1.0,1-19(12),,,MP Yadav,PBKS,10-91 (69)
S07M013,1,34,18,1,11.33,0.0,,0-7(6),1-27(12),MP Yadav,PBKS,5-192 (120)
S07M017,1,15,16,1,5.62,1.0,,0-14(12),1-1(4),MP Yadav,PBKS,10-134 (106)
S07M023,1,42,24,1,10.5,0.0,,0-24(12),1-18(12),MP Yadav,PBKS,6-188 (120)
S07M026,2,44,24,1,11.0,1.0,0-18(6),0-6(6),1-20(12),MP Yadav,PBKS,9-184 (120)
S07M033,2,27,24,2,6.75,1.0,1-11(6),1-5(6),0-11(12),MP Yadav,PBKS,8-148 (120)
S07M040,2,9,8,1,6.75,0.0,1-7(6),0-2(2),,MP Yadav,PBKS,4-76 (74)
S07M043,1,52,24,0,13.0,0.0,0-6(6),0-12(6),0-34(12),MP Yadav,PBKS,6-198 (120)
S07M047,2,31,24,0,7.75,0.0,0-13(6),0-14(12),0-4(6),MP Yadav,PBKS,4-187 (120)
S07M010,2,28,18,0,9.33,0.0,0-8(6),0-10(6),0-10(6),Fazalhaq Farooqi,CSK,3-183 (110)
S07M014,2,25,24,2,6.25,0.0,,2-25(24),,Fazalhaq Farooqi,CSK,5-174 (98)
S07M018,1,32,24,0,8.0,1.0,,0-25(18),0-7(6),Fazalhaq Farooqi,CSK,10-161 (118)
S07M024,2,14,24,1,3.5,0.0,,1-14(24),,Fazalhaq Farooqi,CSK,5-175 (103)
S07M027,1,33,24,3,8.25,0.5,,3-33(24),,Fazalhaq Farooqi,CSK,8-185 (120)
S07M034,1,39,24,2,9.75,1.0,,2-39(24),,Fazalhaq Farooqi,CSK,6-201 (120)
S07M036,2,33,24,0,8.25,0.0,0-4(6),0-29(18),,Fazalhaq Farooqi,CSK,3-188 (100)
S07M043,2,30,24,2,7.5,1.0,0-6(6),2-24(18),,Fazalhaq Farooqi,CSK,10-179 (106)
S07M015,2,39,24,1,9.75,1.0,,1-17(12),0-22(12),KA Maharaj,RCB,8-206 (120)
S07M020,2,19,24,5,4.75,1.0,1-5(6),0-6(6),4-8(12),KA Maharaj,RCB,10-168 (118)
S07M027,2,34,24,1,8.5,0.5,0-4(6),0-7(6),1-23(12),KA Maharaj,RCB,5-185 (120)
S07M041,2,40,24,3,10.0,1.0,0-5(6),2-4(6),1-31(12),KA Maharaj,RCB,7-216 (120)
S07M001,2,23,24,3,5.75,1.0,,3-23(24),,PWH de Silva,RCB,10-148 (114)
S07M006,1,41,24,1,10.25,1.0,,1-41(24),,PWH de Silva,RCB,8-184 (120)
S07M015,2,37,24,2,9.25,1.0,,2-37(24),,PWH de Silva,RCB,8-206 (120)
S07M020,2,50,24,0,12.5,1.0,,0-29(18),0-21(6),PWH de Silva,RCB,10-168 (118)
S07M021,1,47,24,0,11.75,0.0,,0-47(24),,PWH de Silva,RCB,7-243 (120)
S07M027,2,39,24,0,9.75,0.5,,0-39(24),,PWH de Silva,RCB,5-185 (120)
S07M036,1,32,24,2,8.0,1.0,0-8(6),0-21(12),2-3(6),PWH de Silva,RCB,8-187 (120)
S07M041,2,34,24,0,8.5,1.0,,0-34(24),,PWH de Silva,RCB,7-216 (120)
S07M046,1,39,24,2,9.75,0.0,,2-39(24),,PWH de Silva,RCB,9-143 (120)
S07M001,2,17,12,1,8.5,1.0,1-17(12),,,Chirag Jani,RCB,10-148 (114)
S07M006,1,24,24,2,6.0,1.0,0-6(12),2-18(12),,Chirag Jani,RCB,8-184 (120)
S07M015,2,37,18,0,12.33,1.0,0-37(18),,,Chirag Jani,RCB,8-206 (120)
S07M020,2,40,24,2,10.0,1.0,2-30(18),0-10(6),,Chirag Jani,RCB,10-168 (118)
S07M021,1,41,24,1,10.25,0.0,1-32(18),0-9(6),,Chirag Jani,RCB,7-243 (120)
S07M027,2,32,24,1,8.0,0.5,1-19(18),0-13(6),,Chirag Jani,RCB,5-185 (120)
S07M031,1,45,24,0,11.25,1.0,0-41(18),0-4(6),,Chirag Jani,RCB,10-191 (112)
S07M036,1,56,24,1,14.0,1.0,1-49(18),0-7(6),,Chirag Jani,RCB,8-187 (120)
S07M046,1,27,18,2,9.0,0.0,2-27(18),,,Chirag Jani,RCB,9-143 (120)
S07M003,1,37,18,4,12.33,0.0,,,4-37(18),Geet Puri,CSK,8-224 (120)
S07M018,1,17,22,3,4.64,1.0,,0-8(6),3-9(16),Geet Puri,CSK,10-161 (118)
S07M034,1,53,24,3,13.25,1.0,0-10(6),,3-43(18),Geet Puri,CSK,6-201 (120)
S07M001,2,31,24,1,7.75,1.0,0-13(12),,1-18(12),SH Johnson,RCB,10-148 (114)
S07M006,1,36,24,3,9.0,1.0,,2-23(18),1-13(6),SH Johnson,RCB,8-184 (120)
S07M015,2,56,18,0,18.67,1.0,,0-41(12),0-15(6),SH Johnson,RCB,8-206 (120)
S07M021,1,49,24,2,12.25,0.0,,0-43(18),2-6(6),SH Johnson,RCB,7-243 (120)
S07M031,1,45,24,4,11.25,1.0,1-27(12),,3-18(12),SH Johnson,RCB,10-191 (112)
S07M008,2,27,18,0,9.0,1.0,0-6(6),0-21(12),,Kuldeep Yadav,LSG,10-124 (101)
S07M014,1,36,24,4,9.0,1.0,1-6(6),1-18(12),2-12(6),Kuldeep Yadav,LSG,9-171 (120)
S07M024,1,28,24,2,7.0,1.0,1-7(6),0-19(12),1-2(6),Kuldeep Yadav,LSG,10-173 (115)
S07M035,1,37,24,2,9.25,0.0,0-14(6),1-11(12),1-12(6),Kuldeep Yadav,LSG,2-219 (120)
S07M042,2,33,24,1,8.25,0.0,0-8(6),1-11(12),0-14(6),Kuldeep Yadav,LSG,2-189 (115)
S07M004,2,42,24,2,10.5,1.0,,0-14(12),2-28(12),Harsh Dubey,DC,10-241 (118)
S07M012,1,38,24,1,9.5,0.0,,1-22(18),0-16(6),Harsh Dubey,DC,7-234 (120)
S07M018,2,15,12,1,7.5,0.0,,1-15(12),,Harsh Dubey,DC,1-164 (103)
S07M044,2,28,18,3,9.33,0.0,,2-20(12),1-8(6),Harsh Dubey,DC,5-220 (112)
S07M049,1,5,12,2,2.5,1.0,1-3(6),1-2(6),,Harsh Dubey,DC,10-110 (91)
S07M004,1,56,24,0,14.0,0.0,0-21(12),,0-35(12),GF Linde,GT,2-251 (120)
S07M016,1,19,24,4,4.75,1.0,0-6(6),2-12(12),2-1(6),GF Linde,GT,9-210 (120)
S07M022,1,21,24,2,5.25,1.0,1-3(6),0-15(12),1-3(6),GF Linde,GT,7-192 (120)
S07M032,1,36,24,3,9.0,0.0,0-19(6),1-17(12),2-0(6),GF Linde,GT,9-226 (120)
S07M045,2,37,18,0,12.33,0.0,0-25(12),,0-12(6),GF Linde,GT,6-184 (103)
S07M003,1,73,24,0,18.25,0.0,0-43(12),0-30(12),,Tanush Kotian,CSK,8-224 (120)
S07M010,2,18,12,0,9.0,0.0,,0-18(12),,Tanush Kotian,CSK,3-183 (110)
S07M014,2,53,24,0,13.25,0.0,0-25(12),0-28(12),,Tanush Kotian,CSK,5-174 (98)
S07M018,1,38,24,5,9.5,1.0,0-11(6),5-27(18),,Tanush Kotian,CSK,10-161 (118)
S07M024,2,42,24,1,10.5,0.0,1-15(12),0-27(12),,Tanush Kotian,CSK,5-175 (103)
S07M027,1,42,18,1,14.0,0.5,1-31(12),,0-11(6),Tanush Kotian,CSK,8-185 (120)
S07M034,1,30,24,0,7.5,1.0,0-12(12),0-18(12),,Tanush Kotian,CSK,6-201 (120)
S07M036,2,26,16,0,9.75,0.0,,0-16(12),0-10(4),Tanush Kotian,CSK,3-188 (100)
S07M043,2,24,18,2,8.0,1.0,,1-19(12),1-5(6),Tanush Kotian,CSK,10-179 (106)
S07M001,2,27,18,2,9.0,1.0,0-10(6),1-11(6),1-6(6),HJ Manenti,RCB,10-148 (114)
S07M006,1,48,24,0,12.0,1.0,0-20(12),,0-28(12),HJ Manenti,RCB,8-184 (120)
S07M021,1,46,24,3,11.5,0.0,1-26(12),,2-20(12),HJ Manenti,RCB,7-243 (120)
S07M031,1,45,22,4,12.27,1.0,0-9(6),0-16(6),4-20(10),HJ Manenti,RCB,10-191 (112)
S07M009,1,2,6,2,2.0,1.0,,2-2(6),,Utkarsh Singh,PBKS,10-91 (69)
S07M013,1,32,24,1,8.0,0.0,1-5(6),0-27(18),,Utkarsh Singh,PBKS,5-192 (120)
S07M023,1,18,12,1,9.0,0.0,0-16(6),1-2(6),,Utkarsh Singh,PBKS,6-188 (120)
S07M026,2,20,18,0,6.67,1.0,,0-20(18),,Utkarsh Singh,PBKS,9-184 (120)
S07M033,2,27,18,1,9.0,1.0,0-7(6),1-20(12),,Utkarsh Singh,PBKS,8-148 (120)
S07M040,2,12,18,1,4.0,0.0,0-1(6),1-11(12),,Utkarsh Singh,PBKS,4-76 (74)
S07M043,1,23,24,2,5.75,0.0,0-11(6),2-12(18),,Utkarsh Singh,PBKS,6-198 (120)
S07M003,2,41,24,2,10.25,1.0,,1-33(18),1-8(6),Pulkit Narang,KKR,10-172 (114)
S07M008,1,20,24,2,5.0,0.0,,2-20(24),,Pulkit Narang,KKR,8-153 (120)
S07M011,2,43,24,0,10.75,1.0,,0-19(12),0-24(12),Pulkit Narang,KKR,5-188 (120)
S07M025,2,31,24,1,7.75,1.0,,0-25(18),1-6(6),Pulkit Narang,KKR,4-191 (120)
S07M028,2,24,18,1,8.0,0.0,,1-24(18),,Pulkit Narang,KKR,5-130 (91)
S07M032,2,27,24,1,6.75,1.0,,1-15(12),0-12(12),Pulkit Narang,KKR,4-220 (120)
S07M037,2,33,18,1,11.0,0.0,,1-33(18),,Pulkit Narang,KKR,2-179 (96)
S07M042,1,24,24,0,6.0,1.0,,0-24(24),,Pulkit Narang,KKR,8-187 (120)
S07M028,1,18,24,5,4.5,1.0,,4-17(18),1-1(6),Harshit Rana,GT,10-129 (105)
S07M039,2,44,24,1,11.0,0.0,0-9(6),1-21(12),0-14(6),Harshit Rana,GT,4-208 (116)
S07M045,2,44,24,2,11.0,0.0,1-27(12),1-17(12),,Harshit Rana,GT,6-184 (103)
S07M008,2,10,18,2,3.33,1.0,,1-9(12),1-1(6),H Ssenyondo,LSG,10-124 (101)
S07M014,1,26,24,2,6.5,1.0,,1-19(12),1-7(12),H Ssenyondo,LSG,9-171 (120)
S07M019,2,31,24,1,7.75,1.0,,0-21(12),1-10(12),H Ssenyondo,LSG,8-193 (120)
S07M024,1,32,19,3,10.11,1.0,,1-11(12),2-21(7),H Ssenyondo,LSG,10-173 (115)
S07M035,1,48,24,0,12.0,0.0,,0-20(12),0-28(12),H Ssenyondo,LSG,2-219 (120)
S07M042,2,49,24,0,12.25,0.0,,0-18(12),0-31(12),H Ssenyondo,LSG,2-189 (115)
S07M001,2,35,24,3,8.75,1.0,0-19(6),1-14(12),2-2(6),SS Ghosh,RCB,10-148 (114)
S07M006,1,34,24,1,8.5,1.0,0-20(12),,1-14(12),SS Ghosh,RCB,8-184 (120)
S07M041,2,45,24,2,11.25,1.0,0-22(6),1-13(12),1-10(6),SS Ghosh,RCB,7-216 (120)
S07M046,1,31,24,2,7.75,0.0,0-11(6),0-13(6),2-7(12),SS Ghosh,RCB,9-143 (120)
S07M005,2,34,19,1,10.74,0.0,1-32(18),,0-2(1),R Sai Kishore,SRH,4-196 (115)
S07M022,2,34,24,1,8.5,0.0,0-26(18),1-8(6),,R Sai Kishore,SRH,6-193 (112)
S07M030,1,24,24,3,6.0,1.0,2-20(12),1-4(12),,R Sai Kishore,SRH,10-144 (116)
S07M037,1,36,24,1,9.0,1.0,0-16(6),1-5(12),0-15(6),R Sai Kishore,SRH,7-173 (120)
S07M047,1,46,24,2,11.5,1.0,1-9(12),1-16(6),0-21(6),R Sai Kishore,SRH,6-185 (120)
S07M007,2,33,18,2,11.0,1.0,1-18(6),,1-15(12),Shaheen Shah Afridi,DC,10-185 (113)
S07M021,2,48,18,1,16.0,1.0,,,1-48(18),Shaheen Shah Afridi,DC,3-238 (120)
S07M026,1,20,12,3,10.0,0.0,,,3-20(12),Shaheen Shah Afridi,DC,10-198 (110)
S07M034,2,44,12,0,22.0,0.0,,,0-44(12),Shaheen Shah Afridi,DC,5-203 (108)
S07M038,1,32,18,2,10.67,1.0,,1-9(6),1-23(12),Shaheen Shah Afridi,DC,7-200 (120)
S07M003,2,24,24,5,6.0,1.0,1-9(12),,4-15(12),MA Starc,KKR,10-172 (114)
S07M011,2,33,24,1,8.25,1.0,0-12(12),,1-21(12),MA Starc,KKR,5-188 (120)
S07M017,2,7,10,1,4.2,0.0,0-3(6),,1-4(4),MA Starc,KKR,4-135 (94)
S07M025,2,45,24,0,11.25,1.0,0-12(12),,0-33(12),MA Starc,KKR,4-191 (120)
S07M028,2,8,13,0,3.69,0.0,0-7(12),,0-1(1),MA Starc,KKR,5-130 (91)
S07M037,2,45,18,0,15.0,0.0,0-30(12),,0-15(6),MA Starc,KKR,2-179 (96)
S07M008,1,22,24,3,5.5,0.0,,1-7(12),2-15(12),S Lamichhane,KKR,8-153 (120)
S07M032,2,50,24,1,12.5,1.0,,1-17(12),0-33(12),S Lamichhane,KKR,4-220 (120)
S07M042,1,43,24,3,10.75,1.0,,0-21(12),3-22(12),S Lamichhane,KKR,8-187 (120)
S07M009,2,8,6,0,8.0,0.0,,0-8(6),,Zeeshan Ansari,RR,5-92 (70)
S07M020,1,37,24,1,9.25,0.0,1-19(12),0-1(6),0-17(6),Zeeshan Ansari,RR,7-178 (120)
S07M035,2,45,24,2,11.25,1.0,2-22(12),0-8(6),0-15(6),Zeeshan Ansari,RR,5-218 (120)
S07M040,1,20,18,1,6.67,1.0,1-20(18),,,Zeeshan Ansari,RR,10-75 (74)
S07M045,1,39,24,2,9.75,1.0,0-5(6),2-22(12),0-12(6),Zeeshan Ansari,RR,7-183 (120)
S07M049,2,31,16,1,11.62,0.0,1-29(12),0-2(4),,Zeeshan Ansari,RR,8-111 (82)
S07M005,1,19,12,1,9.5,1.0,0-12(6),1-7(6),,S Dube,RR,8-195 (120)
S07M009,2,11,12,0,5.5,0.0,,0-11(12),,S Dube,RR,5-92 (70)
S07M015,1,34,18,2,11.33,0.0,,2-18(12),0-16(6),S Dube,RR,3-220 (120)
S07M020,1,40,24,1,10.0,0.0,,1-20(18),0-20(6),S Dube,RR,7-178 (120)
S07M025,1,41,18,1,13.67,0.0,,0-18(6),1-23(12),S Dube,RR,5-202 (120)
S07M029,2,49,24,0,12.25,0.0,,0-20(12),0-29(12),S Dube,RR,2-194 (118)
S07M035,2,44,24,0,11.0,1.0,,0-44(24),,S Dube,RR,5-218 (120)
S07M040,1,25,12,0,12.5,1.0,0-16(6),0-9(6),,S Dube,RR,10-75 (74)
S07M045,1,33,24,1,8.25,1.0,,1-24(18),0-9(6),S Dube,RR,7-183 (120)
S07M049,2,24,18,1,8.0,0.0,0-16(6),1-8(12),,S Dube,RR,8-111 (82)
S07M007,1,33,24,2,8.25,0.0,,0-16(12),2-17(12),Ehsan Khan,MI,6-207 (120)
S07M011,1,46,24,3,11.5,0.0,1-8(6),,2-38(18),Ehsan Khan,MI,5-194 (120)
S07M023,2,40,24,0,10.0,1.0,,0-13(12),0-27(12),Ehsan Khan,MI,4-179 (120)
S07M030,2,27,12,1,13.5,0.0,0-12(6),,1-15(6),Ehsan Khan,MI,3-146 (97)
S07M033,1,33,24,0,8.25,0.0,0-8(6),,0-25(18),Ehsan Khan,MI,3-191 (120)
S07M039,1,43,24,0,10.75,1.0,,0-17(12),0-26(12),Ehsan Khan,MI,6-207 (120)
S07M041,1,51,24,1,12.75,0.0,0-13(6),,1-38(18),Ehsan Khan,MI,5-220 (120)
S07M013,2,22,18,2,7.33,1.0,1-20(12),,1-2(6),Mangesh Yadav,GT,10-182 (112)
S07M016,1,50,24,1,12.5,1.0,0-23(12),,1-27(12),Mangesh Yadav,GT,9-210 (120)
S07M022,1,44,24,2,11.0,1.0,1-24(12),,1-20(12),Mangesh Yadav,GT,7-192 (120)
S07M028,1,32,18,0,10.67,1.0,0-21(12),0-11(6),,Mangesh Yadav,GT,10-129 (105)
S07M032,1,46,24,2,11.5,0.0,0-22(12),,2-24(12),Mangesh Yadav,GT,9-226 (120)
S07M039,2,43,24,0,10.75,0.0,0-14(6),0-15(12),0-14(6),Mangesh Yadav,GT,4-208 (116)
S07M018,1,42,24,1,10.5,1.0,0-30(12),1-12(12),,Tanay Thyagarajan,CSK,10-161 (118)
S07M024,2,43,24,2,10.75,0.0,1-33(18),1-10(6),,Tanay Thyagarajan,CSK,5-175 (103)
S07M027,1,24,24,2,6.0,0.5,1-20(18),,1-4(6),Tanay Thyagarajan,CSK,8-185 (120)
S07M036,2,58,24,1,14.5,0.0,0-44(18),1-14(6),,Tanay Thyagarajan,CSK,3-188 (100)
S07M043,2,61,24,1,15.25,1.0,1-55(18),0-6(6),,Tanay Thyagarajan,CSK,10-179 (106)
S07M001,1,58,24,2,14.5,0.0,,0-9(6),2-49(18),Ravi Teja,MI,6-262 (120)
S07M007,1,33,24,1,8.25,0.0,0-9(6),1-3(6),0-21(12),Ravi Teja,MI,6-207 (120)
S07M016,2,57,24,3,14.25,0.0,0-40(12),,3-17(12),Ravi Teja,MI,7-214 (115)
S07M023,2,42,24,1,10.5,1.0,1-7(6),,0-35(18),Ravi Teja,MI,4-179 (120)
S07M001,1,51,24,2,12.75,0.0,,2-51(24),,Noor Ahmad,MI,6-262 (120)
S07M011,1,22,24,2,5.5,0.0,,2-11(18),0-11(6),Noor Ahmad,MI,5-194 (120)
S07M016,2,26,24,0,6.5,0.0,,0-26(24),,Noor Ahmad,MI,7-214 (115)
S07M030,2,23,18,2,7.67,0.0,,2-23(18),,Noor Ahmad,MI,3-146 (97)
