match_id,innings,runs,balls,SR,post_1st_strike_score,exit_pt_score,win,PP_perf,Middle_perf,Death_perf,batter,team,team_total,pitch
S07M019,1,25,17,147.06,4-0(0.2),56-1(5.2),1.0,25 off 17,,,FH Allen,LSG,4-219 (120),neutralish
S07M024,2,6,2,300.0,16-0(0.4),16-1(0.5),1.0,6 off 2,,,FH Allen,LSG,5-175 (103),spin
S07M038,1,50,33,151.52,1-0(0.2),110-1(11.2),0.0,26 off 17,24 off 16,,FH Allen,LSG,7-200 (120),pace
S07M042,1,24,15,160.0,14-0(1.1),49-1(5.0),0.0,24 off 15,,,FH Allen,LSG,8-187 (120),spin
S07M048,2,89,58,153.45,13-0(0.5),175-4(18.1),1.0,33 off 21,42 off 27,14 off 10,FH Allen,LSG,4-198 (118),pace
S07M052,2,25,22,113.64,14-0(1.0),89-1(8.1),0.0,16 off 13,9 off 9,,FH Allen,LSG,7-212 (120),pace
S07M062,2,4,3,133.33,10-0(0.3),24-1(1.2),1.0,4 off 3,,,FH Allen,LSG,9-170 (115),spin
S07M001,1,42,24,175.0,40-2(3.4),149-4(13.1),1.0,7 off 5,35 off 19,,Salil Arora,RCB,6-262 (120),pace
S07M015,1,65,28,232.14,101-2(11.2),,1.0,,30 off 13,35 off 15,Salil Arora,RCB,3-220 (120),neutralish
S07M020,1,13,7,185.71,44-1(4.0),57-3(5.2),1.0,13 off 7,,,Salil Arora,RCB,7-178 (120),spin
S07M021,2,19,6,316.67,197-2(16.5),217-3(18.0),0.0,,,19 off 6,Salil Arora,RCB,3-238 (120),pace
S07M027,1,27,16,168.75,65-2(6.0),105-4(10.5),0.5,3 off 1,24 off 15,,Salil Arora,RCB,8-185 (120),spin
S07M031,2,14,11,127.27,36-2(4.4),98-4(9.0),1.0,2 off 2,12 off 9,,Salil Arora,RCB,6-192 (110),pace
S07M036,2,26,11,236.36,131-2(12.3),,1.0,,14 off 6,12 off 5,Salil Arora,RCB,3-188 (100),spin
S07M041,1,34,19,178.95,137-2(12.2),188-3(17.0),1.0,,14 off 10,20 off 9,Salil Arora,RCB,5-220 (120),spin
S07M046,2,0,1,0.0,44-2(3.2),44-2(3.2),0.0,0 off 1,,,Salil Arora,RCB,10-122 (78),pace
S07M053,1,1,4,25.0,18-1(1.2),19-2(2.1),1.0,1 off 4,,,Salil Arora,RCB,6-205 (120),pace
S07M064,1,45,21,214.29,64-2(4.5),169-4(13.1),1.0,13 off 5,32 off 16,,Salil Arora,RCB,10-214 (119),pace
S07M004,1,53,21,252.38,149-1(13.3),,1.0,,4 off 5,49 off 16,SA Yadav,DC,2-251 (120),neutralish
S07M007,1,0,1,0.0,87-2(7.5),87-2(7.5),1.0,,0 off 1,,SA Yadav,DC,6-207 (120),pace
S07M012,2,80,41,195.12,26-1(2.3),157-3(15.2),0.0,21 off 11,55 off 28,4 off 2,SA Yadav,DC,6-217 (120),neutralish
S07M018,1,68,30,226.67,3-1(0.5),96-2(8.4),0.0,45 off 18,23 off 12,,SA Yadav,DC,10-161 (118),neutralish
S07M021,1,13,9,144.44,5-1(0.4),42-2(4.1),1.0,13 off 9,,,SA Yadav,DC,7-243 (120),pace
S07M026,2,13,11,118.18,49-1(4.0),74-3(6.5),0.0,11 off 8,2 off 3,,SA Yadav,DC,9-184 (120),pace
S07M034,1,9,7,128.57,58-1(6.3),70-2(8.1),0.0,,9 off 7,,SA Yadav,DC,6-201 (120),pace
S07M038,2,15,14,107.14,19-1(1.3),74-2(6.1),1.0,15 off 13,0 off 1,,SA Yadav,DC,3-201 (99),pace
S07M044,1,25,14,178.57,6-1(0.4),40-2(3.4),0.0,25 off 14,,,SA Yadav,DC,7-219 (120),spin
S07M049,2,0,1,0.0,24-2(1.3),24-2(1.3),1.0,0 off 1,,,SA Yadav,DC,8-111 (82),spin
S07M055,1,1,2,50.0,166-5(18.2),171-6(18.5),1.0,,,1 off 2,SA Yadav,DC,6-177 (120),spin
S07M065,1,3,4,75.0,124-2(10.3),132-3(11.4),1.0,,3 off 4,,SA Yadav,DC,5-240 (120),spin
S07M005,2,27,11,245.45,156-4(16.1),,1.0,,,27 off 11,GD Phillips,RR,4-196 (115),neutralish
S07M009,1,26,22,118.18,28-4(2.4),91-8(10.3),0.0,13 off 8,13 off 14,,GD Phillips,RR,10-91 (69),spin
S07M015,2,32,12,266.67,160-5(15.0),196-6(17.2),0.0,,3 off 1,29 off 11,GD Phillips,RR,8-206 (120),neutralish
S07M020,2,59,29,203.45,69-4(9.3),,0.0,,16 off 17,43 off 12,GD Phillips,RR,10-168 (118),spin
S07M029,1,10,11,90.91,1-0(0.1),26-2(3.2),0.0,10 off 11,,,GD Phillips,RR,10-190 (120),pace
S07M040,2,2,4,50.0,73-4(11.4),,1.0,,2 off 4,,GD Phillips,RR,4-76 (74),spin
S07M045,2,35,15,233.33,114-4(11.5),,1.0,,22 off 9,13 off 6,GD Phillips,RR,6-184 (103),neutralish
S07M049,1,56,26,215.38,5-3(1.4),106-7(12.5),0.0,25 off 8,31 off 18,,GD Phillips,RR,10-110 (91),spin
S07M051,1,5,4,125.0,185-4(18.0),189-5(18.3),0.0,,,5 off 4,GD Phillips,RR,5-204 (120),pace
S07M057,1,27,10,270.0,152-4(16.0),,1.0,,,27 off 10,GD Phillips,RR,5-214 (120),pace
S07M065,2,0,1,0.0,179-6(17.3),179-6(17.3),0.0,,,0 off 1,GD Phillips,RR,10-188 (115),spin
S07M009,1,21,10,210.0,0-1(0.3),27-4(2.3),0.0,21 off 10,,,RD Rickelton,RR,10-91 (69),spin
S07M015,2,4,2,200.0,15-0(0.5),23-1(1.3),0.0,4 off 2,,,RD Rickelton,RR,8-206 (120),neutralish
S07M025,2,71,46,154.35,5-1(0.3),143-4(16.1),0.0,37 off 17,33 off 27,1 off 2,RD Rickelton,RR,4-191 (120),pace
S07M029,1,13,9,144.44,1-0(0.2),17-1(2.0),0.0,13 off 9,,,RD Rickelton,RR,10-190 (120),pace
S07M035,1,72,47,153.19,13-0(1.0),179-2(17.2),1.0,30 off 15,38 off 26,4 off 6,RD Rickelton,RR,2-219 (120),spin
S07M040,2,1,12,8.33,5-0(1.0),17-2(4.0),1.0,1 off 12,,,RD Rickelton,RR,4-76 (74),spin
S07M045,2,32,16,200.0,3-0(0.2),64-2(5.2),1.0,32 off 16,,,RD Rickelton,RR,6-184 (103),neutralish
S07M049,1,0,3,0.0,4-2(1.1),4-3(1.3),0.0,0 off 3,,,RD Rickelton,RR,10-110 (91),spin
S07M051,1,10,8,125.0,9-0(0.5),65-2(7.0),0.0,9 off 5,1 off 3,,RD Rickelton,RR,5-204 (120),pace
S07M057,1,24,13,184.62,3-0(1.0),33-1(3.3),1.0,24 off 13,,,RD Rickelton,RR,5-214 (120),pace
S07M065,2,22,16,137.5,27-1(3.5),75-3(8.2),0.0,9 off 7,13 off 9,,RD Rickelton,RR,10-188 (115),spin
S07M004,2,0,1,0.0,198-5(16.5),198-5(16.5),0.0,,,0 off 1,V Nigam,GT,10-241 (118),neutralish
S07M006,1,31,17,182.35,123-6(14.1),184-8(20.0),0.0,,2 off 2,29 off 15,V Nigam,GT,8-184 (120),pace
S07M013,1,18,6,300.0,173-5(18.4),,1.0,,,18 off 6,V Nigam,GT,5-192 (120),spin
S07M016,2,0,1,0.0,181-6(17.0),181-6(17.0),1.0,,,0 off 1,V Nigam,GT,7-214 (115),spin
S07M022,2,19,10,190.0,119-5(11.2),141-6(13.1),1.0,,19 off 10,,V Nigam,GT,6-193 (112),spin
S07M028,2,0,1,0.0,124-5(14.4),,1.0,,0 off 1,,V Nigam,GT,5-130 (91),pace
S07M039,1,42,17,247.06,154-6(15.5),,0.0,,,42 off 17,V Nigam,GT,6-207 (120),pace
S07M045,1,37,20,185.0,128-6(14.3),170-7(18.4),0.0,,1 off 3,36 off 17,V Nigam,GT,7-183 (120),neutralish
S07M050,2,47,25,188.0,69-4(5.4),153-5(12.4),0.0,1 off 2,46 off 23,,V Nigam,GT,10-188 (109),neutralish
S07M051,2,35,17,205.88,139-4(14.3),,1.0,,2 off 2,33 off 15,V Nigam,GT,4-205 (116),pace
S07M056,1,11,7,157.14,168-4(16.0),181-5(17.4),1.0,,,11 off 7,V Nigam,GT,6-219 (120),neutralish
S07M061,1,22,11,200.0,145-4(14.4),178-5(17.4),1.0,,5 off 2,17 off 9,V Nigam,GT,9-196 (120),neutralish
S07M068,1,7,2,350.0,235-4(19.5),,1.0,,,7 off 2,V Nigam,GT,4-236 (120),neutralish
S07M001,1,104,39,266.67,95-3(9.3),,1.0,,59 off 21,45 off 18,RM Patidar,RCB,6-262 (120),pace
S07M015,1,47,19,247.37,142-3(14.3),,1.0,,6 off 4,41 off 15,RM Patidar,RCB,3-220 (120),neutralish
S07M020,1,1,2,50.0,59-3(6.0),59-4(6.1),1.0,1 off 1,0 off 1,,RM Patidar,RCB,7-178 (120),spin
S07M027,1,25,17,147.06,77-3(7.5),121-5(13.0),0.5,,25 off 17,,RM Patidar,RCB,8-185 (120),spin
S07M041,1,8,4,200.0,198-3(17.3),210-4(18.2),1.0,,,8 off 4,RM Patidar,RCB,5-220 (120),spin
S07M046,2,0,1,0.0,44-3(3.3),44-3(3.3),0.0,0 off 1,,,RM Patidar,RCB,10-122 (78),pace
S07M053,1,80,47,170.21,38-3(3.3),,1.0,6 off 7,46 off 27,28 off 13,RM Patidar,RCB,6-205 (120),pace
S07M001,2,24,14,171.43,1-0(0.1),29-1(3.5),0.0,24 off 14,,,MR Marsh,MI,10-148 (114),pace
S07M007,2,0,1,0.0,175-5(16.2),175-5(16.2),0.0,,,0 off 1,MR Marsh,MI,10-185 (113),pace
S07M023,1,52,36,144.44,87-3(7.4),,1.0,,31 off 24,21 off 12,MR Marsh,MI,6-188 (120),pace
S07M039,2,37,14,264.29,121-2(13.3),190-3(18.2),1.0,,18 off 7,19 off 7,MR Marsh,MI,4-208 (116),pace
S07M048,1,67,42,159.52,65-2(5.2),,0.0,1 off 3,40 off 27,26 off 12,MR Marsh,MI,3-196 (120),pace
S07M054,2,46,23,200.0,107-2(9.5),,1.0,,34 off 16,12 off 7,MR Marsh,MI,2-201 (104),spin
S07M057,2,11,12,91.67,72-2(5.0),103-3(8.3),0.0,4 off 4,7 off 8,,MR Marsh,MI,10-199 (119),pace
S07M062,1,8,6,133.33,36-1(4.2),45-2(5.1),0.0,8 off 6,,,MR Marsh,MI,8-167 (120),spin
S07M067,2,19,13,146.15,108-3(9.5),137-4(13.1),0.0,,19 off 13,,MR Marsh,MI,10-177 (112),spin
S07M002,1,41,36,113.89,6-1(0.4),97-2(10.5),0.0,23 off 20,18 off 16,,WG Jacks,LSG,8-183 (120),pace
S07M008,1,3,9,33.33,63-2(6.2),71-3(8.3),1.0,,3 off 9,,WG Jacks,LSG,8-153 (120),spin
S07M014,2,18,15,120.0,91-3(8.3),132-4(12.4),1.0,,18 off 15,,WG Jacks,LSG,5-174 (98),spin
S07M019,1,52,36,144.44,76-2(7.3),197-4(19.1),1.0,,43 off 27,9 off 9,WG Jacks,LSG,4-219 (120),neutralish
S07M024,2,38,15,253.33,119-3(11.4),,1.0,,12 off 8,26 off 7,WG Jacks,LSG,5-175 (103),spin
S07M035,2,34,22,154.55,92-3(8.2),162-4(15.1),0.0,,34 off 21,0 off 1,WG Jacks,LSG,5-218 (120),spin
S07M038,1,25,15,166.67,127-2(12.3),200-7(20.0),0.0,,5 off 3,20 off 12,WG Jacks,LSG,7-200 (120),pace
S07M042,1,10,14,71.43,127-3(13.0),183-6(19.0),0.0,,5 off 9,5 off 5,WG Jacks,LSG,8-187 (120),spin
S07M052,2,0,1,0.0,135-4(14.1),135-4(14.1),0.0,,0 off 1,,WG Jacks,LSG,7-212 (120),pace
S07M062,2,37,21,176.19,84-3(8.2),150-4(14.4),1.0,,37 off 21,,WG Jacks,LSG,9-170 (115),spin
S07M001,2,6,5,120.0,98-3(11.4),109-4(12.4),0.0,,6 off 5,,Smaran Ravichandran,MI,10-148 (114),pace
S07M007,2,40,30,133.33,80-2(6.0),175-4(16.1),0.0,0 off 1,35 off 24,5 off 5,Smaran Ravichandran,MI,10-185 (113),pace
S07M011,2,38,25,152.0,78-3(10.0),155-4(17.4),0.0,,23 off 14,15 off 11,Smaran Ravichandran,MI,5-188 (120),spin
S07M030,1,45,29,155.17,12-3(1.4),95-5(10.3),0.0,19 off 15,26 off 14,,Smaran Ravichandran,MI,10-144 (116),spin
S07M033,2,63,39,161.54,44-3(5.2),,0.0,5 off 3,41 off 23,17 off 13,Smaran Ravichandran,MI,8-148 (120),spin
S07M039,2,7,3,233.33,196-3(18.3),198-4(19.0),1.0,,,7 off 3,Smaran Ravichandran,MI,4-208 (116),pace
S07M041,2,1,2,50.0,131-2(13.3),132-3(13.5),0.0,,1 off 2,,Smaran Ravichandran,MI,7-216 (120),spin
S07M057,2,32,24,133.33,103-3(8.4),165-5(16.1),0.0,,23 off 19,9 off 5,Smaran Ravichandran,MI,10-199 (119),pace
S07M062,1,1,2,50.0,46-2(5.2),52-3(6.2),0.0,1 off 1,0 off 1,,Smaran Ravichandran,MI,8-167 (120),spin
S07M002,2,15,4,375.0,170-3(19.0),,1.0,,,15 off 4,Vansh Bedi,PBKS,3-184 (118),pace
S07M009,2,0,1,0.0,61-4(6.4),61-4(6.4),1.0,,0 off 1,,Vansh Bedi,PBKS,5-92 (70),spin
S07M013,2,29,11,263.64,19-2(2.2),47-3(4.2),0.0,29 off 11,,,Vansh Bedi,PBKS,10-182 (112),spin
S07M017,2,16,11,145.45,96-3(11.5),131-4(15.1),1.0,,16 off 10,0 off 1,Vansh Bedi,PBKS,4-135 (94),pace
S07M023,2,39,27,144.44,94-4(11.4),,0.0,,9 off 11,30 off 16,Vansh Bedi,PBKS,4-179 (120),pace
S07M033,1,1,3,33.33,99-1(10.5),100-2(11.1),1.0,,1 off 3,,Vansh Bedi,PBKS,3-191 (120),spin
S07M040,1,0,1,0.0,15-3(2.3),15-3(2.3),0.0,0 off 1,,,Vansh Bedi,PBKS,10-75 (74),spin
S07M043,2,9,10,90.0,102-2(8.3),145-5(12.5),0.0,,9 off 10,,Vansh Bedi,PBKS,10-179 (106),spin
S07M047,1,37,17,217.65,109-5(13.2),,0.0,,17 off 7,20 off 10,Vansh Bedi,PBKS,6-185 (120),neutralish
S07M053,2,1,1,100.0,193-5(19.4),,0.0,,,1 off 1,Vansh Bedi,PBKS,6-194 (120),pace
S07M063,2,52,18,288.89,133-4(16.0),,0.0,,,52 off 18,Vansh Bedi,PBKS,4-202 (120),pace
S07M070,2,30,21,142.86,89-5(10.0),130-8(14.5),0.0,,30 off 21,,Vansh Bedi,PBKS,10-132 (95),pace
S07M003,1,0,1,0.0,6-2(0.5),6-2(0.5),1.0,0 off 1,,,J Fraser-McGurk,KKR,8-224 (120),pace
S07M032,1,67,23,291.3,11-0(0.4),102-2(7.2),1.0,60 off 20,7 off 3,,J Fraser-McGurk,KKR,9-226 (120),spin
S07M037,1,51,22,231.82,10-1(1.1),65-2(6.2),0.0,51 off 21,0 off 1,,J Fraser-McGurk,KKR,7-173 (120),neutralish
S07M042,2,22,7,314.29,4-0(0.1),23-1(1.4),1.0,22 off 7,,,J Fraser-McGurk,KKR,2-189 (115),spin
S07M046,1,2,8,25.0,18-0(1.1),32-2(3.4),1.0,2 off 8,,,J Fraser-McGurk,KKR,9-143 (120),pace
S07M055,2,42,14,300.0,4-0(0.1),42-1(2.2),0.0,42 off 14,,,J Fraser-McGurk,KKR,9-172 (120),spin
S07M059,1,3,7,42.86,0-0(0.1),13-1(1.4),1.0,3 off 7,,,J Fraser-McGurk,KKR,5-180 (120),pace
S07M064,2,25,13,192.31,4-0(0.1),42-1(4.1),0.0,25 off 13,,,J Fraser-McGurk,KKR,10-147 (96),pace
S07M070,1,7,4,175.0,0-0(0.1),8-1(1.0),1.0,7 off 4,,,J Fraser-McGurk,KKR,7-184 (120),pace
S07M006,2,77,52,148.08,10-0(0.5),,1.0,26 off 17,43 off 29,8 off 6,Atharva Taide,RCB,0-185 (103),pace
S07M031,2,3,3,100.0,10-0(0.5),19-1(1.5),1.0,3 off 3,,,Atharva Taide,RCB,6-192 (110),pace
S07M036,2,80,46,173.91,14-0(1.0),164-3(15.0),1.0,27 off 16,53 off 30,,Atharva Taide,RCB,3-188 (100),spin
S07M041,1,21,18,116.67,4-0(0.1),62-1(5.2),1.0,21 off 18,,,Atharva Taide,RCB,5-220 (120),spin
S07M046,2,32,20,160.0,1-0(0.3),103-6(9.2),0.0,24 off 13,8 off 7,,Atharva Taide,RCB,10-122 (78),pace
S07M060,2,0,1,0.0,1-1(0.3),1-1(0.3),0.0,0 off 1,,,Atharva Taide,RCB,10-66 (72),neutralish
S07M015,1,54,38,142.11,0-0(0.1),99-2(11.0),1.0,28 off 21,26 off 17,,Abhishek Pathak,RCB,3-220 (120),neutralish
S07M020,1,33,19,173.68,5-0(0.2),53-2(5.0),1.0,33 off 19,,,Abhishek Pathak,RCB,7-178 (120),spin
S07M021,2,55,30,183.33,4-0(0.4),139-1(11.1),0.0,36 off 15,19 off 15,,Abhishek Pathak,RCB,3-238 (120),pace
S07M027,1,33,14,235.71,14-0(1.1),61-2(5.0),0.5,33 off 14,,,Abhishek Pathak,RCB,8-185 (120),spin
S07M031,2,12,9,133.33,20-1(2.0),36-3(4.5),1.0,12 off 9,,,Abhishek Pathak,RCB,6-192 (110),pace
S07M036,2,11,9,122.22,102-1(9.4),128-2(12.2),1.0,,11 off 9,,Abhishek Pathak,RCB,3-188 (100),spin
S07M041,1,1,1,100.0,220-5(20.0),,1.0,,,1 off 1,Abhishek Pathak,RCB,5-220 (120),spin
S07M053,1,1,1,100.0,176-5(17.4),177-6(18.0),1.0,,,1 off 1,Abhishek Pathak,RCB,6-205 (120),pace
S07M060,2,3,6,50.0,0-0(0.1),18-2(2.1),0.0,3 off 6,,,Abhishek Pathak,RCB,10-66 (72),neutralish
S07M005,2,13,15,86.67,2-0(0.3),58-3(6.5),1.0,12 off 13,1 off 2,,PD Salt,RR,4-196 (115),neutralish
S07M009,1,0,1,0.0,2-2(0.5),2-2(0.5),0.0,0 off 1,,,PD Salt,RR,10-91 (69),spin
S07M015,2,57,44,129.55,24-2(2.0),157-5(14.5),0.0,18 off 18,39 off 26,,PD Salt,RR,8-206 (120),neutralish
S07M020,2,20,16,125.0,3-1(0.5),45-3(5.4),0.0,20 off 16,,,PD Salt,RR,10-168 (118),spin
S07M025,2,11,12,91.67,1-0(0.1),42-2(3.5),0.0,11 off 12,,,PD Salt,RR,4-191 (120),pace
S07M029,1,20,6,333.33,160-5(16.3),181-7(18.2),0.0,,,20 off 6,PD Salt,RR,10-190 (120),pace
S07M045,2,9,5,180.0,159-5(14.4),166-6(15.2),1.0,,9 off 3,0 off 2,PD Salt,RR,6-184 (103),neutralish
S07M049,1,3,4,75.0,78-5(8.3),86-6(9.3),0.0,,3 off 4,,PD Salt,RR,10-110 (91),spin
S07M057,1,56,41,136.59,0-0(0.1),148-4(15.5),1.0,13 off 14,36 off 23,7 off 4,PD Salt,RR,5-214 (120),pace
S07M065,2,14,13,107.69,1-0(0.2),26-1(3.4),0.0,14 off 13,,,PD Salt,RR,10-188 (115),spin
S07M009,2,13,15,86.67,61-4(6.5),,1.0,,13 off 15,,Shashank Singh,PBKS,5-92 (70),spin
S07M013,2,2,6,33.33,142-4(13.2),146-5(14.2),0.0,,2 off 6,,Shashank Singh,PBKS,10-182 (112),spin
S07M017,2,4,3,133.33,131-4(15.2),,1.0,,,4 off 3,Shashank Singh,PBKS,4-135 (94),pace
S07M023,2,46,25,184.0,94-4(11.3),,0.0,,14 off 11,32 off 14,Shashank Singh,PBKS,4-179 (120),pace
S07M026,1,27,8,337.5,57-2(5.3),85-3(7.2),1.0,16 off 4,11 off 4,,Shashank Singh,PBKS,10-198 (110),pace
S07M040,1,23,15,153.33,20-4(3.3),54-5(7.1),0.0,21 off 12,2 off 3,,Shashank Singh,PBKS,10-75 (74),spin
S07M043,2,27,14,192.86,138-4(12.2),172-8(16.3),0.0,,19 off 9,8 off 5,Shashank Singh,PBKS,10-179 (106),spin
S07M047,1,2,3,66.67,105-4(12.2),108-5(13.1),0.0,,2 off 3,,Shashank Singh,PBKS,6-185 (120),neutralish
S07M053,2,28,15,186.67,156-4(16.4),193-6(19.5),0.0,,,28 off 15,Shashank Singh,PBKS,6-194 (120),pace
S07M063,2,18,14,128.57,43-2(6.2),99-3(11.5),0.0,,18 off 14,,Shashank Singh,PBKS,4-202 (120),pace
S07M070,2,6,6,100.0,83-4(8.4),90-6(10.3),0.0,,6 off 6,,Shashank Singh,PBKS,10-132 (95),pace
S07M001,1,31,13,238.46,150-4(13.2),252-5(19.3),1.0,,12 off 4,19 off 9,JM Sharma,RCB,6-262 (120),pace
S07M020,1,4,5,80.0,60-4(6.2),65-5(7.2),1.0,,4 off 5,,JM Sharma,RCB,7-178 (120),spin
S07M021,2,4,4,100.0,219-3(18.2),,0.0,,,4 off 4,JM Sharma,RCB,3-238 (120),pace
S07M027,1,27,19,142.11,106-4(11.0),152-7(16.1),0.5,,13 off 13,14 off 6,JM Sharma,RCB,8-185 (120),spin
S07M031,2,21,23,91.3,99-4(9.3),,1.0,,17 off 19,4 off 4,JM Sharma,RCB,6-192 (110),pace
S07M041,1,6,5,120.0,214-4(18.3),219-5(19.5),1.0,,,6 off 5,JM Sharma,RCB,5-220 (120),spin
S07M046,2,22,16,137.5,60-4(4.2),101-5(8.5),0.0,6 off 4,16 off 12,,JM Sharma,RCB,10-122 (78),pace
S07M053,1,28,11,254.55,149-4(15.5),175-5(17.3),1.0,,,28 off 11,JM Sharma,RCB,6-205 (120),pace
S07M060,2,5,5,100.0,32-3(3.4),49-4(5.0),0.0,5 off 5,,,JM Sharma,RCB,10-66 (72),neutralish
S07M064,1,48,29,165.52,122-3(9.0),,1.0,,38 off 22,10 off 7,JM Sharma,RCB,10-214 (119),pace
S07M043,2,24,22,109.09,22-0(1.1),101-2(8.2),0.0,11 off 14,13 off 8,,TL Seifert,PBKS,10-179 (106),spin
S07M047,1,10,9,111.11,3-0(0.3),25-1(3.0),0.0,10 off 9,,,TL Seifert,PBKS,6-185 (120),neutralish
S07M053,2,89,49,181.63,5-0(0.4),150-2(15.1),0.0,40 off 20,49 off 28,0 off 1,TL Seifert,PBKS,6-194 (120),pace
S07M058,2,13,9,144.44,5-0(0.3),23-1(2.5),1.0,13 off 9,,,TL Seifert,PBKS,3-202 (120),pace
S07M063,2,18,9,200.0,7-0(0.4),37-1(3.5),0.0,18 off 9,,,TL Seifert,PBKS,4-202 (120),pace
S07M070,2,40,17,235.29,9-0(0.2),60-1(4.3),0.0,40 off 17,,,TL Seifert,PBKS,10-132 (95),pace
S07M026,1,47,27,174.07,87-3(7.3),163-6(15.3),1.0,,41 off 25,6 off 2,PHKD Mendis,PBKS,10-198 (110),pace
S07M033,1,21,19,110.53,100-2(11.2),151-3(16.2),1.0,,15 off 13,6 off 6,PHKD Mendis,PBKS,3-191 (120),spin
S07M047,1,34,27,125.93,59-3(7.3),140-6(16.4),0.0,,31 off 22,3 off 5,PHKD Mendis,PBKS,6-185 (120),neutralish
S07M053,2,12,10,120.0,154-3(15.4),183-5(19.0),0.0,,,12 off 10,PHKD Mendis,PBKS,6-194 (120),pace
S07M058,2,31,15,206.67,131-3(15.2),,1.0,,,31 off 15,PHKD Mendis,PBKS,3-202 (120),pace
S07M063,2,42,22,190.91,100-3(12.0),,0.0,,20 off 12,22 off 10,PHKD Mendis,PBKS,4-202 (120),pace
S07M070,2,5,3,166.67,74-3(7.3),79-4(8.0),0.0,,5 off 3,,PHKD Mendis,PBKS,10-132 (95),pace
S07M002,2,74,51,145.1,26-1(3.0),,1.0,21 off 10,32 off 28,21 off 13,N Rana,PBKS,3-184 (118),pace
S07M017,2,36,28,128.57,6-1(1.0),89-2(11.0),1.0,20 off 15,16 off 13,,N Rana,PBKS,4-135 (94),pace
S07M023,2,3,4,75.0,7-0(0.4),12-1(1.2),0.0,3 off 4,,,N Rana,PBKS,4-179 (120),pace
S07M026,1,35,18,194.44,8-1(0.5),55-2(5.2),1.0,35 off 18,,,N Rana,PBKS,10-198 (110),pace
S07M047,1,8,5,160.0,30-1(3.2),34-2(4.0),0.0,8 off 5,,,N Rana,PBKS,6-185 (120),neutralish
S07M053,2,11,8,137.5,108-1(11.5),155-4(16.0),0.0,,11 off 7,0 off 1,N Rana,PBKS,6-194 (120),pace
S07M058,2,20,19,105.26,23-1(3.0),61-2(8.1),1.0,13 off 12,7 off 7,,N Rana,PBKS,3-202 (120),pace
S07M063,2,3,8,37.5,37-1(4.0),42-2(6.1),0.0,3 off 7,0 off 1,,N Rana,PBKS,4-202 (120),pace
S07M001,1,31,20,155.0,50-2(4.1),94-3(9.2),1.0,14 off 10,17 off 10,,Priyansh Arya,RCB,6-262 (120),pace
S07M015,1,26,17,152.94,2-0(0.3),62-1(6.4),1.0,25 off 15,1 off 2,,Priyansh Arya,RCB,3-220 (120),neutralish
S07M021,2,39,18,216.67,145-1(11.2),196-2(16.4),0.0,,30 off 14,9 off 4,Priyansh Arya,RCB,3-238 (120),pace
S07M041,1,83,36,230.56,18-0(1.1),135-2(12.1),1.0,39 off 15,44 off 21,,Priyansh Arya,RCB,5-220 (120),spin
S07M053,1,5,3,166.67,17-0(0.5),18-1(1.1),1.0,5 off 3,,,Priyansh Arya,RCB,6-205 (120),pace
S07M001,2,29,15,193.33,110-4(12.5),148-10(19.0),0.0,,7 off 4,22 off 11,N Pooran,MI,10-148 (114),pace
S07M007,2,22,18,122.22,133-3(10.5),178-8(17.1),0.0,,19 off 14,3 off 4,N Pooran,MI,10-185 (113),pace
S07M011,2,18,7,257.14,158-4(17.5),179-5(19.2),0.0,,,18 off 7,N Pooran,MI,5-188 (120),spin
S07M016,1,40,15,266.67,132-4(12.4),188-5(16.5),0.0,,9 off 7,31 off 8,N Pooran,MI,9-210 (120),spin
S07M023,1,9,6,150.0,151-4(15.5),167-5(17.2),1.0,,,9 off 6,N Pooran,MI,6-188 (120),pace
S07M030,1,23,19,121.05,50-4(5.3),109-6(11.4),0.0,5 off 2,18 off 17,,N Pooran,MI,10-144 (116),spin
S07M033,2,7,7,100.0,83-4(9.2),98-5(11.1),0.0,,7 off 7,,N Pooran,MI,8-148 (120),spin
S07M041,2,29,8,362.5,164-4(16.2),216-7(19.3),0.0,,,29 off 8,N Pooran,MI,7-216 (120),spin
S07M067,2,1,2,50.0,106-2(9.2),108-3(9.4),0.0,,1 off 2,,N Pooran,MI,10-177 (112),spin
S07M003,2,6,4,150.0,169-5(17.4),172-7(18.3),0.0,,,6 off 4,Tanush Kotian,CSK,10-172 (114),pace
S07M010,1,4,4,100.0,175-6(19.0),,0.0,,,4 off 4,Tanush Kotian,CSK,6-180 (120),neutralish
S07M014,1,8,4,200.0,161-5(17.4),171-8(19.0),0.0,,,8 off 4,Tanush Kotian,CSK,9-171 (120),spin
S07M024,1,7,3,233.33,151-6(16.2),166-7(17.1),0.0,,,7 off 3,Tanush Kotian,CSK,10-173 (115),spin
S07M027,2,9,3,300.0,182-5(19.4),,0.5,,,9 off 3,Tanush Kotian,CSK,5-185 (120),spin
S07M034,2,32,8,400.0,173-5(16.5),,1.0,,,32 off 8,Tanush Kotian,CSK,5-203 (108),pace
S07M036,1,0,1,0.0,184-7(19.2),184-7(19.2),0.0,,,0 off 1,Tanush Kotian,CSK,8-187 (120),spin
S07M043,1,43,17,252.94,111-6(14.4),,1.0,,5 off 3,38 off 14,Tanush Kotian,CSK,6-198 (120),spin
S07M050,1,5,5,100.0,195-9(19.1),,1.0,,,5 off 5,Tanush Kotian,CSK,9-202 (120),neutralish
