match_id,innings,runs,balls,wkts,Eco,win,PP_perf,Middle_perf,Death_perf,bowler,team,team_total
S03M074,2,39,24,1,9.75,0.0,,1-22(18),0-17(6),JJ Bumrah,MI,6-212 (120)
S03M010,2,28,24,2,7.0,1.0,,2-19(18),0-9(6),R Shepherd,GT,8-191 (120)
S03M019,2,51,24,1,12.75,0.0,,0-24(12),1-27(12),R Shepherd,GT,3-211 (118)
S03M027,1,28,24,3,7.0,1.0,2-5(6),1-15(12),0-8(6),R Shepherd,GT,7-168 (120)
S03M033,2,36,24,1,9.0,1.0,0-14(6),1-11(12),0-11(6),R Shepherd,GT,9-172 (120)
S03M039,2,50,24,1,12.5,0.0,0-14(6),0-15(6),1-21(12),R Shepherd,GT,4-193 (117)
S03M046,1,37,24,0,9.25,1.0,0-5(6),0-11(6),0-21(12),R Shepherd,GT,6-187 (120)
S03M050,2,36,24,3,9.0,1.0,0-3(6),1-6(6),2-27(12),R Shepherd,GT,6-181 (120)
S03M063,1,35,24,3,8.75,1.0,0-8(6),1-17(6),2-10(12),R Shepherd,GT,8-188 (120)
S03M070,1,46,24,1,11.5,1.0,0-9(6),0-13(6),1-24(12),R Shepherd,GT,4-205 (120)
S03M071,2,39,18,2,13.0,1.0,0-13(6),2-9(6),0-17(6),R Shepherd,GT,6-190 (120)
S03M074,1,42,24,2,10.5,1.0,1-20(12),0-5(6),1-17(6),R Shepherd,GT,5-210 (120)
S03M019,1,43,24,3,10.75,1.0,,0-31(12),3-12(12),YS Chahal,RCB,8-210 (120)
S03M025,2,29,18,1,9.67,0.0,,0-9(12),1-20(6),YS Chahal,RCB,4-178 (107)
S03M029,2,45,24,0,11.25,1.0,,0-45(24),,YS Chahal,RCB,3-211 (120)
S03M040,1,32,24,3,8.0,0.0,,0-5(6),3-27(18),YS Chahal,RCB,5-149 (120)
S03M062,2,23,21,7,6.57,1.0,,0-4(6),7-19(15),YS Chahal,RCB,10-164 (117)
S03M067,1,44,24,0,11.0,1.0,,0-20(12),0-24(12),YS Chahal,RCB,4-185 (120)
S03M071,1,37,18,2,12.33,0.0,,2-16(12),0-21(6),YS Chahal,RCB,6-210 (120)
S03M073,1,38,24,2,9.5,0.0,,0-14(6),2-24(18),YS Chahal,RCB,5-199 (120)
S03M003,1,39,24,2,9.75,0.0,,2-39(24),,M Prasidh Krishna,DC,4-194 (120)
S03M010,1,30,18,1,10.0,0.0,,1-30(18),,M Prasidh Krishna,DC,4-216 (120)
S03M013,2,49,24,3,12.25,1.0,,3-49(24),,M Prasidh Krishna,DC,6-205 (120)
S03M018,2,25,24,1,6.25,1.0,1-17(12),0-8(12),,M Prasidh Krishna,DC,6-200 (120)
S03M034,2,32,24,0,8.0,1.0,,0-32(24),,M Prasidh Krishna,DC,3-209 (120)
S03M038,1,45,24,1,11.25,1.0,0-14(6),1-31(18),,M Prasidh Krishna,DC,2-204 (120)
S03M041,1,27,24,0,6.75,0.0,,0-27(24),,M Prasidh Krishna,DC,5-198 (120)
S03M047,2,25,24,1,6.25,1.0,,1-25(24),,M Prasidh Krishna,DC,5-206 (120)
S03M051,2,42,24,1,10.5,1.0,1-21(12),0-21(12),,M Prasidh Krishna,DC,10-143 (113)
S03M060,2,16,24,2,4.0,1.0,,2-16(24),,M Prasidh Krishna,DC,10-190 (117)
S03M063,2,41,24,2,10.25,0.0,,2-41(24),,M Prasidh Krishna,DC,9-189 (113)
S03M068,2,43,24,0,10.75,0.0,0-11(6),0-32(18),,M Prasidh Krishna,DC,3-197 (111)
S03M072,2,35,24,3,8.75,0.0,1-10(6),2-25(18),,M Prasidh Krishna,DC,4-191 (110)
S03M005,1,28,18,0,9.33,1.0,,0-19(12),0-9(6),CV Varun,PBKS,5-178 (120)
S03M020,2,29,18,2,9.67,1.0,,2-29(18),,CV Varun,PBKS,10-160 (120)
S03M024,2,24,18,3,8.0,0.0,,3-24(18),,CV Varun,PBKS,9-130 (94)
S03M031,1,33,24,3,8.25,0.0,,1-13(12),2-20(12),CV Varun,PBKS,4-174 (120)
S03M040,2,10,9,3,6.67,1.0,,3-10(9),,CV Varun,PBKS,10-133 (87)
S03M043,1,34,24,1,8.5,1.0,,1-7(12),0-27(12),CV Varun,PBKS,5-177 (120)
S03M047,1,54,24,0,13.5,0.0,,0-40(18),0-14(6),CV Varun,PBKS,3-234 (120)
S03M052,1,49,24,3,12.25,0.0,,3-25(18),0-24(6),CV Varun,PBKS,7-179 (120)
S03M058,2,39,24,2,9.75,1.0,,1-31(18),1-8(6),CV Varun,PBKS,10-188 (118)
S03M066,1,50,24,0,12.5,0.0,0-1(0),0-49(24),,CV Varun,PBKS,4-204 (120)
S03M005,1,20,24,1,5.0,1.0,0-6(12),,1-14(12),Shakib Al Hasan,PBKS,5-178 (120)
S03M020,2,25,24,2,6.25,1.0,1-11(12),,1-14(12),Shakib Al Hasan,PBKS,10-160 (120)
S03M024,2,27,16,2,10.12,0.0,1-14(12),,1-13(4),Shakib Al Hasan,PBKS,9-130 (94)
S03M031,1,25,24,1,6.25,0.0,1-20(18),,0-5(6),Shakib Al Hasan,PBKS,4-174 (120)
S03M040,2,34,18,2,11.33,1.0,2-34(18),,,Shakib Al Hasan,PBKS,10-133 (87)
S03M043,1,31,24,1,7.75,1.0,1-16(18),,0-15(6),Shakib Al Hasan,PBKS,5-177 (120)
S03M052,1,36,24,2,9.0,0.0,2-18(12),,0-18(12),Shakib Al Hasan,PBKS,7-179 (120)
S03M058,2,46,22,4,12.55,1.0,1-8(6),,3-38(16),Shakib Al Hasan,PBKS,10-188 (118)
S03M066,1,40,24,1,10.0,0.0,1-21(12),0-1(0),0-18(12),Shakib Al Hasan,PBKS,4-204 (120)
S03M002,2,61,24,1,15.25,0.0,1-45(18),0-16(6),,TA Boult,MI,7-193 (111)
S03M017,2,15,20,4,4.5,1.0,,4-15(20),,TA Boult,MI,10-107 (86)
S03M022,1,37,24,1,9.25,1.0,1-18(12),0-19(12),,TA Boult,MI,7-176 (120)
S03M028,2,26,24,2,6.5,1.0,2-21(18),0-5(6),,TA Boult,MI,9-151 (120)
S03M033,1,39,24,0,9.75,0.0,0-18(12),0-21(12),,TA Boult,MI,4-195 (120)
S03M038,2,29,18,1,9.67,0.0,1-17(12),0-12(6),,TA Boult,MI,6-205 (117)
S03M053,2,39,24,4,9.75,1.0,2-35(18),2-4(6),,TA Boult,MI,10-84 (60)
S03M057,1,31,24,0,7.75,1.0,0-25(18),0-6(6),,TA Boult,MI,7-211 (120)
S03M064,2,44,24,1,11.0,0.0,1-21(12),0-23(12),,TA Boult,MI,5-173 (102)
S03M068,1,42,24,1,10.5,1.0,1-38(18),0-4(6),,TA Boult,MI,9-194 (120)
S03M072,1,33,24,0,8.25,1.0,0-16(12),0-17(12),,TA Boult,MI,9-190 (120)
S03M074,2,34,24,1,8.5,0.0,0-17(12),1-17(12),,TA Boult,MI,6-212 (120)
S03M002,2,34,24,2,8.5,0.0,1-27(18),1-7(6),,DAJ Bracewell,MI,7-193 (111)
S03M017,2,36,24,3,9.0,1.0,2-26(12),1-10(12),,DAJ Bracewell,MI,10-107 (86)
S03M022,1,33,24,2,8.25,1.0,0-2(6),0-14(6),2-17(12),DAJ Bracewell,MI,7-176 (120)
S03M028,2,30,24,2,7.5,1.0,1-14(12),1-16(12),,DAJ Bracewell,MI,9-151 (120)
S03M033,1,31,24,0,7.75,0.0,0-23(12),0-8(12),,DAJ Bracewell,MI,4-195 (120)
S03M053,2,21,12,2,10.5,1.0,2-21(12),,,DAJ Bracewell,MI,10-84 (60)
S03M057,1,42,24,2,10.5,1.0,1-6(6),0-27(12),1-9(6),DAJ Bracewell,MI,7-211 (120)
S03M064,2,48,24,1,12.0,0.0,0-7(6),1-26(12),0-15(6),DAJ Bracewell,MI,5-173 (102)
S03M068,1,50,24,2,12.5,1.0,1-11(6),0-31(12),1-8(6),DAJ Bracewell,MI,9-194 (120)
S03M072,1,32,24,0,8.0,1.0,0-17(12),0-6(6),0-9(6),DAJ Bracewell,MI,9-190 (120)
S03M003,1,45,24,0,11.25,0.0,,0-26(12),0-19(12),AD Russell,DC,4-194 (120)
S03M010,1,19,12,1,9.5,0.0,,,1-19(12),AD Russell,DC,4-216 (120)
S03M013,2,22,12,2,11.0,1.0,,,2-22(12),AD Russell,DC,6-205 (120)
S03M018,2,34,18,1,11.33,1.0,,,1-34(18),AD Russell,DC,6-200 (120)
S03M021,2,18,11,1,9.82,0.0,,,1-18(11),AD Russell,DC,4-200 (113)
S03M030,2,30,15,0,12.0,0.0,,,0-30(15),AD Russell,DC,5-215 (117)
S03M034,2,37,18,1,12.33,1.0,,,1-37(18),AD Russell,DC,3-209 (120)
S03M038,1,43,18,1,14.33,1.0,,,1-43(18),AD Russell,DC,2-204 (120)
S03M041,1,40,12,0,20.0,0.0,,,0-40(12),AD Russell,DC,5-198 (120)
S03M047,2,44,18,0,14.67,1.0,,,0-44(18),AD Russell,DC,5-206 (120)
S03M051,2,7,5,1,8.4,1.0,,,1-7(5),AD Russell,DC,10-143 (113)
S03M060,2,32,15,5,12.8,1.0,,,5-32(15),AD Russell,DC,10-190 (117)
S03M063,2,14,11,2,7.64,0.0,,,2-14(11),AD Russell,DC,9-189 (113)
S03M068,2,25,9,1,16.67,0.0,,,1-25(9),AD Russell,DC,3-197 (111)
S03M072,2,44,24,0,11.0,0.0,,0-25(18),0-19(6),AD Russell,DC,4-191 (110)
S03M010,2,39,24,4,9.75,1.0,,3-27(18),1-12(6),Rasikh Salam,GT,8-191 (120)
S03M019,2,31,22,0,8.45,0.0,,0-15(12),0-16(10),Rasikh Salam,GT,3-211 (118)
S03M027,1,41,24,3,10.25,1.0,,1-25(12),2-16(12),Rasikh Salam,GT,7-168 (120)
S03M033,2,38,24,2,9.5,1.0,,1-30(18),1-8(6),Rasikh Salam,GT,9-172 (120)
S03M039,2,42,24,0,10.5,0.0,,0-29(18),0-13(6),Rasikh Salam,GT,4-193 (117)
S03M046,1,24,24,3,6.0,1.0,,1-14(12),2-10(12),Rasikh Salam,GT,6-187 (120)
S03M050,2,34,24,2,8.5,1.0,,0-26(18),2-8(6),Rasikh Salam,GT,6-181 (120)
S03M063,1,39,24,1,9.75,1.0,,0-24(18),1-15(6),Rasikh Salam,GT,8-188 (120)
S03M070,1,40,24,0,10.0,1.0,,0-40(24),,Rasikh Salam,GT,4-205 (120)
S03M071,2,33,24,0,8.25,1.0,,0-27(18),0-6(6),Rasikh Salam,GT,6-190 (120)
S03M074,1,36,18,0,12.0,1.0,,0-10(6),0-26(12),Rasikh Salam,GT,5-210 (120)
S03M001,1,49,24,1,12.25,1.0,1-43(18),0-6(6),,GJ Maxwell,RR,6-205 (120)
S03M007,2,37,24,3,9.25,1.0,,2-15(12),1-22(12),GJ Maxwell,RR,4-194 (120)
S03M012,1,29,24,3,7.25,0.0,,2-22(18),1-7(6),GJ Maxwell,RR,8-181 (120)
S03M016,1,31,24,3,7.75,1.0,1-8(12),0-14(6),2-9(6),GJ Maxwell,RR,8-197 (120)
S03M023,1,32,24,0,8.0,0.0,0-8(6),0-7(6),0-17(12),GJ Maxwell,RR,5-203 (120)
S03M029,1,27,18,1,9.0,0.0,,0-7(6),1-20(12),GJ Maxwell,RR,7-212 (120)
S03M034,1,48,18,0,16.0,0.0,,0-12(6),0-36(12),GJ Maxwell,RR,5-254 (120)
S03M037,2,36,24,1,9.0,1.0,1-22(12),0-11(6),0-3(6),GJ Maxwell,RR,7-198 (120)
S03M042,2,47,24,1,11.75,0.0,,0-39(18),1-8(6),GJ Maxwell,RR,5-183 (101)
S03M059,2,46,24,1,11.5,1.0,,1-32(12),0-14(12),GJ Maxwell,RR,4-198 (120)
S03M066,2,38,24,0,9.5,1.0,,0-25(18),0-13(6),GJ Maxwell,RR,7-185 (120)
S03M070,2,43,21,1,12.29,0.0,,1-21(12),0-22(9),GJ Maxwell,RR,4-206 (111)
S03M006,2,28,24,2,7.0,1.0,0-12(6),0-14(12),2-2(6),AK Markram,SRH,10-165 (118)
S03M016,2,48,24,3,12.0,0.0,,0-15(12),3-33(12),AK Markram,SRH,6-199 (115)
S03M021,1,53,24,2,13.25,1.0,,1-26(12),1-27(12),AK Markram,SRH,7-198 (120)
S03M031,2,40,24,2,10.0,1.0,0-13(6),0-5(6),2-22(12),AK Markram,SRH,8-162 (120)
S03M036,1,48,24,0,12.0,0.0,0-16(6),0-6(6),0-26(12),AK Markram,SRH,3-205 (120)
S03M046,2,33,18,1,11.0,0.0,0-17(6),0-6(6),1-10(6),AK Markram,SRH,8-189 (111)
S03M052,2,36,24,2,9.0,1.0,0-13(6),0-15(12),2-8(6),AK Markram,SRH,10-169 (116)
S03M056,1,42,24,3,10.5,0.0,,3-42(24),,AK Markram,SRH,9-163 (120)
S03M062,1,26,18,0,8.67,0.0,,0-26(18),,AK Markram,SRH,5-197 (120)
S03M069,2,38,18,0,12.67,0.0,,0-14(12),0-24(6),AK Markram,SRH,2-176 (104)
S03M004,2,44,24,2,11.0,1.0,0-17(12),,2-27(12),MA Starc,KKR,6-202 (120)
S03M008,1,28,24,3,7.0,0.0,1-17(12),,2-11(12),MA Starc,KKR,8-138 (120)
S03M015,1,43,24,0,10.75,0.0,0-23(12),,0-20(12),MA Starc,KKR,4-197 (120)
S03M020,1,41,24,2,10.25,0.0,0-9(6),,2-32(18),MA Starc,KKR,5-174 (120)
S03M023,2,58,24,1,14.5,1.0,1-26(12),,0-32(12),MA Starc,KKR,6-198 (120)
S03M027,2,26,18,1,8.67,0.0,0-15(12),,1-11(6),MA Starc,KKR,3-169 (105)
S03M032,2,68,24,0,17.0,1.0,0-27(12),,0-41(12),MA Starc,KKR,5-192 (120)
S03M037,1,50,24,0,12.5,0.0,,0-29(12),0-21(12),MA Starc,KKR,6-229 (120)
S03M060,1,37,24,2,9.25,0.0,1-15(12),,1-22(12),MA Starc,KKR,7-193 (120)
S03M064,1,29,21,4,8.29,1.0,1-14(12),,3-15(9),MA Starc,KKR,10-169 (111)
S03M067,2,35,24,0,8.75,0.0,0-15(12),,0-20(12),MA Starc,KKR,5-186 (120)
S03M043,2,15,12,3,7.5,0.0,,3-15(12),,Akash Vasisht,MI,4-182 (119)
S03M048,1,23,24,2,5.75,0.5,,2-23(24),,Akash Vasisht,MI,5-181 (120)
S03M057,1,14,12,1,7.0,1.0,,1-14(12),,Akash Vasisht,MI,7-211 (120)
S03M068,1,26,18,1,8.67,1.0,0-19(12),1-7(6),,Akash Vasisht,MI,9-194 (120)
S03M072,1,36,24,3,9.0,1.0,0-16(12),3-20(12),,Akash Vasisht,MI,9-190 (120)
S03M073,2,27,24,3,6.75,1.0,0-5(6),3-22(18),,Akash Vasisht,MI,9-196 (120)
S03M074,2,49,24,1,12.25,0.0,0-17(6),1-32(18),,Akash Vasisht,MI,6-212 (120)
S03M020,1,27,24,1,6.75,0.0,0-21(12),1-6(12),,DS Rathi,KKR,5-174 (120)
S03M032,2,30,24,0,7.5,1.0,,0-30(24),,DS Rathi,KKR,5-192 (120)
S03M037,1,35,24,3,8.75,0.0,1-14(12),2-21(12),,DS Rathi,KKR,6-229 (120)
S03M044,2,20,18,3,6.67,1.0,,3-20(18),,DS Rathi,KKR,6-174 (120)
S03M051,1,32,24,1,8.0,0.0,0-10(6),1-22(18),,DS Rathi,KKR,5-175 (120)
S03M056,2,26,24,3,6.5,1.0,0-7(12),3-19(12),,DS Rathi,KKR,10-130 (107)
S03M067,2,33,24,2,8.25,0.0,,2-33(24),,DS Rathi,KKR,5-186 (120)
S03M004,1,34,24,2,8.5,0.0,0-12(12),,2-22(12),Arshdeep Singh,LSG,5-216 (120)
S03M007,1,36,24,1,9.0,0.0,1-27(18),,0-9(6),Arshdeep Singh,LSG,6-202 (120)
S03M011,1,41,24,1,10.25,0.0,0-33(18),,1-8(6),Arshdeep Singh,LSG,3-220 (120)
S03M017,1,52,24,2,13.0,0.0,1-27(12),,1-25(12),Arshdeep Singh,LSG,6-189 (120)
S03M025,1,37,24,0,9.25,1.0,0-31(12),,0-6(12),Arshdeep Singh,LSG,9-177 (120)
S03M030,1,40,24,0,10.0,1.0,0-35(18),,0-5(6),Arshdeep Singh,LSG,5-214 (120)
S03M035,2,31,24,0,7.75,1.0,0-7(6),,0-24(18),Arshdeep Singh,LSG,4-195 (120)
S03M039,1,34,24,2,8.5,1.0,0-22(12),,2-12(12),Arshdeep Singh,LSG,7-192 (120)
S03M044,1,34,24,3,8.5,0.0,1-14(12),,2-20(12),Arshdeep Singh,LSG,8-182 (120)
S03M048,2,33,24,0,8.25,0.5,0-22(18),,0-11(6),Arshdeep Singh,LSG,6-181 (120)
S03M055,2,33,24,0,8.25,1.0,0-14(12),,0-19(12),Arshdeep Singh,LSG,3-189 (120)
S03M061,2,34,24,2,8.5,0.0,1-12(12),,1-22(12),Arshdeep Singh,LSG,4-179 (120)
S03M065,1,46,24,0,11.5,0.0,0-22(12),,0-24(12),Arshdeep Singh,LSG,7-191 (120)
S03M069,1,21,24,0,5.25,1.0,0-16(18),,0-5(6),Arshdeep Singh,LSG,8-174 (120)
S03M005,2,39,22,1,10.64,0.0,,0-22(12),1-17(10),R Sai Kishore,GT,5-180 (118)
S03M010,2,35,18,1,11.67,1.0,,0-16(6),1-19(12),R Sai Kishore,GT,8-191 (120)
S03M014,2,16,19,1,5.05,0.0,0-5(12),1-5(6),0-6(1),R Sai Kishore,GT,6-182 (115)
S03M019,2,28,18,2,9.33,0.0,1-21(12),1-7(6),,R Sai Kishore,GT,3-211 (118)
S03M024,1,24,24,1,6.0,1.0,1-18(18),0-6(6),,R Sai Kishore,GT,9-126 (120)
S03M039,2,38,24,0,9.5,0.0,0-31(18),0-7(6),,R Sai Kishore,GT,4-193 (117)
S03M046,1,48,24,2,12.0,1.0,0-36(12),2-12(12),,R Sai Kishore,GT,6-187 (120)
S03M055,1,43,24,0,10.75,0.0,0-11(6),0-23(12),0-9(6),R Sai Kishore,GT,6-194 (120)
S03M059,1,36,24,0,9.0,0.0,0-24(18),0-12(6),,R Sai Kishore,GT,5-207 (120)
S03M070,1,33,24,2,8.25,1.0,,2-23(18),0-10(6),R Sai Kishore,GT,4-205 (120)
S03M071,2,42,24,1,10.5,1.0,0-27(12),1-15(12),,R Sai Kishore,GT,6-190 (120)
S03M074,1,39,24,2,9.75,1.0,0-24(12),2-15(12),,R Sai Kishore,GT,5-210 (120)
S03M002,2,45,24,0,11.25,0.0,,0-45(24),,HH Pandya,MI,7-193 (111)
S03M006,1,31,18,2,10.33,0.0,,0-1(0),2-30(18),HH Pandya,MI,8-171 (120)
S03M017,2,39,24,1,9.75,1.0,0-25(18),1-14(6),,HH Pandya,MI,10-107 (86)
S03M022,1,41,24,4,10.25,1.0,,2-17(12),2-24(12),HH Pandya,MI,7-176 (120)
S03M028,2,37,24,1,9.25,1.0,,0-23(12),1-14(12),HH Pandya,MI,9-151 (120)
S03M033,1,50,24,1,12.5,0.0,,0-24(12),1-26(12),HH Pandya,MI,4-195 (120)
S03M038,2,27,12,1,13.5,0.0,,1-27(12),,HH Pandya,MI,6-205 (117)
S03M072,1,40,18,1,13.33,1.0,,0-8(6),1-32(12),HH Pandya,MI,9-190 (120)
S03M073,2,17,6,0,17.0,1.0,,0-17(6),,HH Pandya,MI,9-196 (120)
S03M074,2,3,6,2,3.0,0.0,,,2-3(6),HH Pandya,MI,6-212 (120)
S03M006,2,30,24,2,7.5,1.0,1-6(6),1-17(12),0-7(6),A Zampa,SRH,10-165 (118)
S03M016,2,28,24,3,7.0,0.0,2-4(6),1-18(12),0-6(6),A Zampa,SRH,6-199 (115)
S03M021,1,28,24,1,7.0,1.0,0-3(6),1-20(12),0-5(6),A Zampa,SRH,7-198 (120)
S03M031,2,32,24,0,8.0,1.0,,0-32(24),,A Zampa,SRH,8-162 (120)
S03M036,1,41,24,2,10.25,0.0,,2-41(24),,A Zampa,SRH,3-205 (120)
S03M046,2,39,24,0,9.75,0.0,0-18(6),0-14(12),0-7(6),A Zampa,SRH,8-189 (111)
S03M052,2,38,24,1,9.5,1.0,0-7(6),1-31(18),,A Zampa,SRH,10-169 (116)
S03M056,1,28,24,1,7.0,0.0,0-16(12),1-12(12),,A Zampa,SRH,9-163 (120)
S03M062,1,26,24,2,6.5,0.0,1-7(12),1-19(12),,A Zampa,SRH,5-197 (120)
S03M005,2,31,24,1,7.75,0.0,1-20(18),,0-11(6),Rashid Khan,GT,5-180 (118)
S03M014,2,39,24,1,9.75,0.0,0-29(12),,1-10(12),Rashid Khan,GT,6-182 (115)
S03M024,1,24,24,3,6.0,1.0,3-7(12),0-5(6),0-12(6),Rashid Khan,GT,9-126 (120)
S03M046,1,21,18,1,7.0,1.0,,0-12(12),1-9(6),Rashid Khan,GT,6-187 (120)
S03M055,1,24,24,1,6.0,0.0,0-6(12),0-8(6),1-10(6),Rashid Khan,GT,6-194 (120)
S03M059,1,47,24,4,11.75,0.0,3-16(12),,1-31(12),Rashid Khan,GT,5-207 (120)
S03M070,1,40,24,1,10.0,1.0,0-16(12),,1-24(12),Rashid Khan,GT,4-205 (120)
S03M074,1,49,24,0,12.25,1.0,,0-34(18),0-15(6),Rashid Khan,GT,5-210 (120)
S03M002,1,28,24,2,7.0,1.0,0-11(12),,2-17(12),T Natarajan,CSK,5-192 (120)
S03M026,1,38,24,0,9.5,1.0,0-11(12),,0-27(12),T Natarajan,CSK,4-212 (120)
S03M042,1,34,24,2,8.5,1.0,1-26(18),,1-8(6),T Natarajan,CSK,7-181 (120)
S03M045,1,35,24,4,8.75,0.0,3-29(18),,1-6(6),T Natarajan,CSK,7-205 (120)
S03M050,1,31,24,2,7.75,0.0,1-11(12),,1-20(12),T Natarajan,CSK,6-184 (120)
S03M054,2,51,24,2,12.75,0.0,2-34(18),0-17(6),,T Natarajan,CSK,6-178 (93)
S03M003,2,16,12,1,8.0,1.0,1-16(12),,,Ashutosh Sharma,RCB,8-183 (120)
S03M009,1,13,12,1,6.5,1.0,1-13(12),,,Ashutosh Sharma,RCB,6-195 (120)
S03M013,1,15,12,0,7.5,0.0,0-15(12),,,Ashutosh Sharma,RCB,6-216 (120)
S03M019,1,28,12,1,14.0,1.0,1-28(12),,,Ashutosh Sharma,RCB,8-210 (120)
S03M025,2,18,12,1,9.0,0.0,1-18(12),,,Ashutosh Sharma,RCB,4-178 (107)
S03M029,2,38,18,1,12.67,1.0,1-38(18),,,Ashutosh Sharma,RCB,3-211 (120)
S03M035,1,21,18,1,7.0,0.0,1-21(18),,,Ashutosh Sharma,RCB,7-211 (120)
S03M045,2,35,24,0,8.75,1.0,0-31(18),0-4(6),,Ashutosh Sharma,RCB,9-171 (120)
S03M049,2,36,24,2,9.0,0.0,1-31(18),1-5(6),,Ashutosh Sharma,RCB,6-196 (114)
S03M054,1,50,24,1,12.5,1.0,1-42(18),0-8(6),,Ashutosh Sharma,RCB,7-177 (120)
S03M057,2,22,18,1,7.33,0.0,1-14(12),0-8(6),,Ashutosh Sharma,RCB,2-215 (119)
S03M062,2,11,6,0,11.0,1.0,0-11(6),,,Ashutosh Sharma,RCB,10-164 (117)
S03M067,1,24,24,1,6.0,1.0,1-10(12),0-14(12),,Ashutosh Sharma,RCB,4-185 (120)
S03M071,1,48,24,1,12.0,0.0,0-43(18),1-5(6),,Ashutosh Sharma,RCB,6-210 (120)
S03M073,1,20,12,0,10.0,0.0,0-8(6),0-12(6),,Ashutosh Sharma,RCB,5-199 (120)
S03M002,1,22,18,2,7.33,1.0,,2-22(18),,Fazalhaq Farooqi,CSK,5-192 (120)
