player,team,points_bat,points_ball,total_points,num_POTM_awards
JJ Bumrah,DC,0.0,329.7229365079365,329.7229365079365,2
Aniket Verma,RR,321.045922330097,0.0,321.045922330097,1
JP Inglis,GT,320.9240101010101,0.0,320.9240101010101,1
LI Meriwala,DC,0.0,320.2734397570088,320.2734397570088,1
N Rana,PBKS,315.9026018735363,0.0,315.9026018735363,1
Fazalhaq Farooqi,CSK,0.0,313.1086372129467,313.1086372129467,1
Smaran Ravichandran,PBKS,312.5111456953642,0.0,312.5111456953642,0
N Sindhu,DC,310.1671606425703,0.0,310.1671606425703,0
YS Chahal,RCB,45.73863081695967,264.2304161539102,309.9690469708698,0
Ashutosh Sharma,RCB,96.31885714285714,210.6084999001292,306.9273570429864,1
KA Maharaj,SRH,0.0,304.5723403823068,304.5723403823068,0
Hassan Nawaz,RCB,298.6429016393442,0.0,298.6429016393442,0
N Pooran,MI,291.8905438282648,0.0,291.8905438282648,0
Naseem Shah,LSG,75.06740096038415,214.2515763239876,289.3189772843717,0
Urvil Patel,MI,288.3742528735632,0.0,288.3742528735632,1
Suryansh Shedge,CSK,126.9186666666667,159.8103044659796,286.7289711326463,0
MR Marsh,SRH,182.4412617449664,103.1766868686869,285.6179486136533,0
Mohammad Ghazanfar,SRH,0.0,284.8257788484751,284.8257788484751,1
CV Varun,PBKS,0.0,284.3318170868818,284.3318170868818,1
Ravi Teja,RCB,0.0,282.5910114250088,282.5910114250088,1
SV Samson,GT,281.0740122850123,0.0,281.0740122850123,0
JR Hazlewood,RR,0.0,275.4617501609787,275.4617501609787,0
AR Patel,CSK,37.75,236.8132581088018,274.5632581088017,0
JDS Neesham,DC,146.1855762711864,125.1047652396192,271.2903415108056,0
Abrar Ahmed,GT,0.0,270.1845521848932,270.1845521848932,1
HJ Manenti,PBKS,0.0,268.7309845077812,268.7309845077812,1
Chirag Jani,PBKS,173.2889900990099,94.88825332809077,268.1772434271006,0
LS Livingstone,KKR,59.10671056241426,208.6005543787135,267.7072649411277,1
R Shepherd,GT,92.00033333333333,173.5147741220352,265.5151074553685,0
SS Iyer,LSG,265.2903309692671,0.0,265.2903309692671,0
S Lamichhane,DC,0.0,264.6024516881062,264.6024516881062,0
Mohammad Nabi,LSG,96.332,167.5960699857045,263.9280699857045,0
DR Sams,GT,61.72320512820513,199.9946638671461,261.7178689953512,0
JN Loftie-Eaton,RR,105.3655190311419,151.9098842903131,257.275403321455,1
TH David,PBKS,256.479962264151,0.0,256.479962264151,0
JJ Smit,PBKS,141.422012987013,113.862740608004,255.284753595017,0
JC Buttler,LSG,252.5341255961844,0.0,252.5341255961844,0
Abishek Porel,DC,252.1319223300971,0.0,252.1319223300971,0
Sikandar Raza,MI,90.67033333333332,160.437527593819,251.1078609271523,0
SH Johnson,GT,0.0,250.7753581002308,250.7753581002308,1
MG Erasmus,RCB,95.00452979066023,152.7452711315036,247.7498009221638,0
Karan Shinde,RCB,246.4246301369863,0.0,246.4246301369863,0
Arshad Khan,RR,141.3286381156317,101.8951755687026,243.2238136843343,0
Akash Vasisht,DC,100.3278057553957,142.0948864611783,242.422692216574,0
MW Short,MI,241.4260892018779,0.0,241.4260892018779,0
RD Rickelton,LSG,236.9953119266055,0.0,236.9953119266055,0
SL Malinga,PBKS,0.0,236.1803808765184,236.1803808765184,0
Washington Sundar,PBKS,40.7182757385855,190.315593073593,231.0338688121786,1
RK Singh,MI,230.6209016393443,0.0,230.6209016393443,0
AA Kulkarni,GT,70.92511111111112,159.4018461538462,230.3269572649573,0
Noor Ahmad,MI,0.0,229.9698899082569,229.9698899082569,0
RA Jadeja,RCB,99.16499999999999,129.0854660123817,228.2504660123817,0
DAJ Bracewell,RCB,89.44711111111111,137.4377638747848,226.8848749858959,0
Imran Tahir,CSK,0.0,225.2001971207088,225.2001971207088,0
RM Patidar,KKR,225.0183341433779,0.0,225.0183341433779,0
WL Madsen,MI,221.7458169014085,0.0,221.7458169014085,0
Kuldeep Yadav,SRH,9.5,210.1678159364893,219.6678159364893,0
AD Russell,DC,164.0656449511401,54.20948538011696,218.275130331257,0
D Ferreira,DC,78.79585714285713,137.5775660874144,216.3734232302716,0
Yuvraj Singh,CSK,0.0,213.627351006382,213.627351006382,0
Jay Gohil,LSG,210.3869782016349,0.0,210.3869782016349,0
V Suryavanshi,PBKS,207.8390116550117,0.0,207.8390116550117,0
Azmatullah Omarzai,LSG,85.9713293310463,120.815935635424,206.7872649664703,0
Ramandeep Singh,LSG,103.6184013605442,102.304338028169,205.9227393887132,0
T Stubbs,CSK,203.1752016806723,0.0,203.1752016806723,0
Jagjit Singh,SRH,80.05240096038415,121.4929449343523,201.5453458947365,0
PHKD Mendis,SRH,114.6392700729927,84.13858410732715,198.7778541803198,0
Anmolpreet Singh,CSK,196.1865151515152,0.0,196.1865151515152,0
H Klaasen,CSK,195.4113293310463,0.0,195.4113293310463,0
Hemang Patel,GT,84.47175675675676,110.7985491923642,195.2703059491209,0
TP Ura,PBKS,194.6308257372654,0.0,194.6308257372654,0
SS Ghosh,MI,0.0,192.3564813764016,192.3564813764016,0
Atharva Taide,MI,190.4119478908189,0.0,190.4119478908189,0
Ashwin Das,LSG,0.0,187.2120854539463,187.2120854539463,0
TM Head,GT,118.2804501216545,67.50695622895623,185.7874063506108,0
Avesh Khan,GT,13.165,171.613933385376,184.778933385376,1
R Ashwin,KKR,0.0,183.4244995140913,183.4244995140913,0
H Ssenyondo,LSG,0.0,182.4526920415225,182.4526920415225,0
DS Airee,RCB,71.51957142857142,110.3836798585611,181.9032512871325,0
V Nigam,MI,0.0,180.5144069993519,180.5144069993519,1
Shahbaz Ahmed,GT,0.0,175.5839254079254,175.5839254079254,0
DS Rathi,KKR,0.0,168.4298825256975,168.4298825256975,0
AB de Villiers,RR,165.1876823266219,0.0,165.1876823266219,0
Khrievitso Kense,RCB,0.0,164.9250899470899,164.9250899470899,0
Naveen-ul-Haq,SRH,0.0,164.8504903367319,164.8504903367319,1
RA Bawa,SRH,78.25,84.39202697495182,162.6420269749518,0
T Natarajan,CSK,0.0,161.8708392541306,161.8708392541306,0
AHT Donald,RCB,160.0725128205128,0.0,160.0725128205128,0
AM Rahane,MI,158.2124761904762,0.0,158.2124761904762,0
T Banton,MI,156.2229550561798,0.0,156.2229550561798,0
Yudhvir Singh,RCB,0.0,154.8920754119594,154.8920754119594,0
DJ Bravo,RCB,48.20830769230769,106.4843728372837,154.6926805295914,0
Rahul Singh,RCB,153.8425886939571,0.0,153.8425886939571,0
Khushdil Shah,DC,25.20215384615385,126.4899290138011,151.692082859955,0
Harsh Dubey,RCB,0.0,151.3130553306343,151.3130553306343,0
Mohammed Shami,GT,0.0,147.1024317096466,147.1024317096466,0
Shashwat Rawat,PBKS,143.3862528735632,0.0,143.3862528735632,0
Mayank Dagar,LSG,0.0,140.0259272125724,140.0259272125724,0
N Wadhera,KKR,139.7501798839459,0.0,139.7501798839459,0
MP Yadav,PBKS,0.0,137.5913574018227,137.5913574018227,0
Babar Azam,KKR,137.0905790921596,0.0,137.0905790921596,0
M Prasidh Krishna,MI,0.0,136.6246074024377,136.6246074024377,0
VG Arora,KKR,0.0,131.6827894327894,131.6827894327894,0
R Sai Kishore,MI,0.0,130.5655887535888,130.5655887535888,0
MS Pepper,RR,127.8343076923077,0.0,127.8343076923077,0
Dhruv Jurel,RCB,122.6739643463497,0.0,122.6739643463497,0
MS Dhoni,CSK,120.0495161290323,0.0,120.0495161290323,0
Ishan Kishan,MI,118.7276896551724,0.0,118.7276896551724,0
KK Ahmed,RR,0.0,116.8582617470829,116.8582617470829,0
BA Stokes,SRH,0.0,116.6174542037946,116.6174542037946,0
Waseem Muhammad,DC,116.5035079365079,0.0,116.5035079365079,0
Pulkit Narang,RR,0.0,115.0622524787041,115.0622524787041,0
Atharva Ankolekar,MI,0.0,114.9880796019901,114.9880796019901,0
Faisal Khan,LSG,110.1393441108545,0.0,110.1393441108545,0
PP Shaw,RCB,109.2678095238095,0.0,109.2678095238095,0
Harsh Tyagi,SRH,0.0,108.4301441441441,108.4301441441441,0
PJ Cummins,RR,0.0,107.2302934499636,107.2302934499636,0
S Gopal,GT,0.0,105.3333333333333,105.3333333333333,0
M Jansen,SRH,0.0,103.8489436749769,103.8489436749769,0
RR Rossouw,SRH,103.3648095238095,0.0,103.3648095238095,0
C Sakariya,SRH,0.0,102.6811515151515,102.6811515151515,0
Shakib Al Hasan,PBKS,0.0,98.75498814229249,98.75498814229249,0
Gaurav Puri,CSK,97.27685714285714,0.0,97.27685714285714,0
M Siddharth,CSK,0.0,96.38721835556237,96.38721835556237,0
SR Hain,MI,92.27766666666666,0.0,92.27766666666666,0
HC Brook,MI,91.8964054054054,0.0,91.8964054054054,0
RD Chahar,CSK,0.0,88.6613725302359,88.6613725302359,0
RR Pant,GT,87.75,0.0,87.75,0
A Zampa,RR,0.0,87.49822411682776,87.49822411682776,0
Waqar Salamkheil,PBKS,0.0,82.49884175084173,82.49884175084173,0
Rashid Khan,RR,0.0,80.78687027630677,80.78687027630677,0
V Puthur,DC,0.0,80.54474973437651,80.54474973437651,0
TU Deshpande,MI,0.0,75.86367521367521,75.86367521367521,0
Ravi Bishnoi,LSG,0.0,73.71613003824655,73.71613003824655,0
RS Hangargekar,MI,0.0,72.17022222222222,72.17022222222222,0
Yash Thakur,PBKS,0.0,66.79669484361793,66.79669484361793,0
DP Conway,PBKS,60.4478787878788,0.0,60.4478787878788,0
I Sharma,RCB,0.0,56.76866666666667,56.76866666666667,0
Rasikh Salam,GT,0.0,40.11666666666667,40.11666666666667,0
Ihsanullah,DC,0.0,39.05385197934595,39.05385197934595,0
Harpreet Brar,RR,0.0,30.45504235090752,30.45504235090752,0
CH Morris,DC,0.0,24.59577025036819,24.59577025036819,0
Kartik Sharma,SRH,0.0,0.0,0.0,0
Sanvir Singh,LSG,0.0,0.0,0.0,0
K Kartikeya,GT,0.0,0.0,0.0,0
Shivank Vashisth,RCB,0.0,0.0,0.0,0
JG Bethell,LSG,0.0,0.0,0.0,0
HV Patel,RR,0.0,0.0,0.0,0
Cheepurapalli Stephen,CSK,0.0,0.0,0.0,0
Ashwani Kumar,RR,0.0,0.0,0.0,0
Swapnil Singh,CSK,0.0,0.0,0.0,0
SS Agarwal,DC,0.0,0.0,0.0,0
KC Cariappa,MI,0.0,0.0,0.0,0
SN Netravalkar,CSK,0.0,0.0,0.0,0
Sumit Kumar,DC,0.0,0.0,0.0,0
Vishnu Vinod,RR,0.0,0.0,0.0,0
Utkarsh Singh,PBKS,0.0,0.0,0.0,0
HS Desai,PBKS,0.0,0.0,0.0,0
MK Lomror,SRH,0.0,0.0,0.0,0
NA Rathva,RCB,0.0,0.0,0.0,0
KH Pandya,SRH,0.0,0.0,0.0,0
AV Wankhade,CSK,0.0,0.0,0.0,0
SPD Smith,CSK,0.0,0.0,0.0,0
Ishaan Gadekar,RCB,0.0,0.0,0.0,0
Jaskaran Singh,KKR,0.0,0.0,0.0,0
Akshay Karnewar,PBKS,0.0,0.0,0.0,0
Yuvraj Chaudhary,GT,0.0,0.0,0.0,0
A Sheth,DC,0.0,0.0,0.0,0
F du Plessis,GT,0.0,0.0,0.0,0
SB Dubey,PBKS,0.0,0.0,0.0,0
SZ Mulani,LSG,0.0,0.0,0.0,0
BM Duckett,RCB,0.0,0.0,0.0,0
SN Thakur,GT,0.0,0.0,0.0,0
RK Bhui,KKR,0.0,0.0,0.0,0
D Padikkal,KKR,0.0,0.0,0.0,0
DJ Hooda,DC,0.0,0.0,0.0,0
Samarth Vyas,KKR,0.0,0.0,0.0,0
R Powell,KKR,0.0,0.0,0.0,0
Harshit Rana,KKR,0.0,0.0,0.0,0
M Markande,SRH,0.0,0.0,0.0,0
