player,team,points_bat,points_ball,total_points,num_POTM_awards
C Green,KKR,329.4527943925234,288.4581698009458,617.9109641934692,3
Shashank Singh,PBKS,256.4815886939571,270.4836111219987,526.9651998159559,1
Kartik Sharma,SRH,525.134,0.0,525.134,1
GJ Maxwell,DC,429.2226475644699,93.80488329831839,523.0275308627882,1
Urvil Patel,MI,516.2796817155755,0.0,516.2796817155755,5
Abhishek Sharma,MI,386.5505785123967,116.0721050748938,502.6226835872905,1
KL Rahul,SRH,489.8061742243437,0.0,489.8061742243437,2
S Dube,RR,362.743966873706,121.9234887321049,484.6674556058109,2
Tanush Kotian,CSK,262.3302704402515,219.7260292089367,482.0562996491882,0
Rasikh Salam,SRH,0.0,470.4894214912504,470.4894214912504,2
SA Yadav,DC,451.0428279301745,0.0,451.0428279301745,2
Shubman Gill,LSG,448.1742594752187,0.0,448.1742594752187,0
Ishan Kishan,KKR,440.4688279301746,0.0,440.4688279301746,3
PWH de Silva,RCB,230.2526666666667,209.156317600558,439.4089842672247,1
Tilak Varma,CSK,435.244647597254,0.0,435.244647597254,3
Shahbaz Ahmed,KKR,103.0085375302664,330.6363943751998,433.6449319054661,1
Priyansh Arya,RCB,425.756922330097,0.0,425.756922330097,1
HH Pandya,LSG,324.3115132275132,92.20439821776665,416.5159114452799,0
Abishek Porel,LSG,416.3105555555555,0.0,416.3105555555555,0
KA Pollard,RR,285.813688172043,128.6726909802289,414.4863791522719,1
V Nigam,GT,292.0982376237624,119.6939568151147,411.7921944388771,0
N Sindhu,DC,401.621012987013,0.0,401.621012987013,0
Aniket Verma,RR,393.1743059490085,0.0,393.1743059490085,2
VR Iyer,SRH,312.3266475644699,75.14921577538757,387.4758633398575,0
Ashutosh Sharma,GT,125.1922219020173,259.8910890269151,385.0833109289324,1
NT Ellis,SRH,0.0,377.1277602024676,377.1277602024676,0
SV Samson,GT,368.3678602150538,0.0,368.3678602150538,0
P Simran Singh,SRH,362.4434574898785,0.0,362.4434574898785,1
Tarang Gohel,DC,361.5600168350168,0.0,361.5600168350168,3
Sufiyan Muqeem,GT,0.0,361.3900400801603,361.3900400801603,1
JP Inglis,GT,359.1050889487871,0.0,359.1050889487871,1
GD Phillips,RR,248.059599469496,109.9746376811594,358.0342371506554,0
RE van der Merwe,CSK,76.56833333333333,272.4472750503349,349.0156083836682,0
Naman Dhir,GT,340.561012987013,0.0,340.561012987013,1
TL Seifert,PBKS,338.0242307692307,0.0,338.0242307692307,1
MR Marsh,MI,258.1531111111111,73.48761759729274,331.6407287084039,0
Shivam Shukla,MI,0.0,330.6630036318194,330.6630036318194,1
PHKD Mendis,PBKS,234.9449488752556,91.99431414356786,326.9392630188235,0
JJ Smit,PBKS,76.98655172413794,249.2395308805974,326.2260826047353,0
WL Madsen,KKR,314.133932938856,0.0,314.133932938856,0
Atharva Taide,RCB,309.9621764705882,0.0,309.9621764705882,1
HJ Manenti,RCB,0.0,306.4634448587852,306.4634448587852,1
