player,team,points_bat,points_ball,total_points,num_POTM_awards
PWH de Silva,RCB,407.8338837209302,361.1724391386612,769.0063228595914,5
CH Gayle,CSK,449.5033412322275,169.1020721718181,618.6054134040455,4
Abhishek Sharma,MI,584.0758823529412,0.0,584.0758823529412,4
C Green,KKR,359.1396817155756,186.657450439285,545.7971321548607,3
SP Narine,KKR,267.4129808102346,231.4071556832635,498.820136493498,0
S Dube,RR,186.7038630393996,297.2309825783972,483.9348456177969,1
WG Jacks,LSG,283.5005877862595,200.2017796257796,483.7023674120392,1
Arshdeep Singh,LSG,0.0,481.2336687691503,481.2336687691503,3
Noor Ahmad,MI,0.0,461.4425947187141,461.4425947187141,1
GJ Maxwell,DC,385.831089201878,54.43188172525962,440.2629709271376,0
V Nigam,GT,180.5410740740741,240.8751941806426,421.4162682547167,0
V Suryavanshi,PBKS,419.4469869848156,0.0,419.4469869848156,0
JP Inglis,GT,417.9795135135134,0.0,417.9795135135134,2
Salil Arora,RCB,413.0596018735363,0.0,413.0596018735363,2
PD Salt,RCB,404.765328320802,0.0,404.765328320802,3
B Kumar,KKR,0.0,404.0281395161406,404.0281395161406,1
Tanush Kotian,CSK,176.0156666666667,227.0880562496598,403.1037229163264,0
AR Ramjani,PBKS,38.30028571428571,363.9600037344537,402.2602894487394,0
R Parag,GT,266.3157034220532,132.4404435446455,398.7561469666987,0
Shubman Gill,LSG,393.6294528301887,0.0,393.6294528301887,1
Karan Lal,RR,80.55478260869565,311.6718585652141,392.2266411739097,1
Shaheen Shah Afridi,MI,83.28980952380951,307.8534908522489,391.1433003760584,0
SV Samson,GT,387.6636463104326,0.0,387.6636463104326,1
MJ Owen,DC,265.3179808102345,121.7505441476762,387.0685249579108,1
YBK Jaiswal,RR,374.4249280742459,0.0,374.4249280742459,0
Sameer Rizvi,LSG,372.9352219020173,0.0,372.9352219020173,1
Tilak Varma,CSK,368.8687224880383,0.0,368.8687224880383,1
MP Yadav,PBKS,-18.92684848484848,380.6523975260062,361.7255490411577,2
YK Pathan,KKR,130.8989483204134,230.6305591397849,361.5295074601984,0
KL Rahul,SRH,351.5159122807017,0.0,351.5159122807017,3
N Pooran,MI,351.361688172043,0.0,351.361688172043,1
AK Markram,DC,127.75,222.1611346384501,349.9111346384501,1
Naman Dhir,GT,339.8714439834025,0.0,339.8714439834025,0
RG Sharma,KKR,338.0849280742459,0.0,338.0849280742459,1
Tarang Gohel,DC,336.2968109452736,0.0,336.2968109452736,1
JG Bethell,RR,144.4569752704791,191.1051193409986,335.5620946114777,0
Arshad Khan,DC,146.1110116550117,187.3238217331906,333.4348333882023,0
Shashank Singh,PBKS,197.4172322899506,135.3962228375957,332.8134551275463,1
JJ Smit,PBKS,100.1786129032258,232.0826075676314,332.2612204708573,0
LS Livingstone,KKR,118.2611798839458,213.3187199741686,331.5798998581145,1
FH Allen,PBKS,330.9995128205128,0.0,330.9995128205128,2
Chirag Jani,CSK,188.0993441108545,141.1645491923642,329.2638933032187,0
JC Buttler,LSG,329.1017358121331,0.0,329.1017358121331,2
H Ssenyondo,LSG,0.0,326.7788701888649,326.7788701888649,1
Priyansh Arya,RCB,323.8673678756476,0.0,323.8673678756476,1
Urvil Patel,MI,318.313088948787,0.0,318.313088948787,1
SA Yadav,DC,317.466625,0.0,317.466625,0
Usman Khan (2),CSK,127.1419215686275,183.5313844240986,310.673305992726,0
BM Duckett,SRH,306.9662528735632,0.0,306.9662528735632,0
HJ Manenti,CSK,0.0,304.2442475401499,304.2442475401499,1
J Fraser-McGurk,KKR,297.9784584382872,0.0,297.9784584382872,0
Utkarsh Singh,PBKS,123.6271111111111,172.2822912711708,295.9094023822819,0
Kartik Sharma,SRH,293.2918947368421,0.0,293.2918947368421,0
